Date;Indicator;Values
2006-09-01;Germany..Business.confidence.index;101.8
2006-09-01;Germany..Composite.leading.indicator;101.6
2006-09-01;Germany..Consumer.confidence.index;99.7
2006-09-01;Global..Business.confidence.index;100.9
2006-09-01;Global..Consumer.confidence.index;100.8
2006-10-01;Europe..Business.confidence.index;102.3
2006-10-01;Europe..Consumer.confidence.index;100.8
2006-10-01;Germany..Business.confidence.index;102.0
2006-10-01;Germany..Composite.leading.indicator;101.6
2006-10-01;Germany..Consumer.confidence.index;99.7
2006-10-01;Global..Business.confidence.index;100.8
2006-10-01;Global..Consumer.confidence.index;101.0
2006-11-01;Europe..Business.confidence.index;102.4
2006-11-01;Europe..Consumer.confidence.index;100.9
2006-11-01;Germany..Business.confidence.index;102.1
2006-11-01;Germany..Composite.leading.indicator;101.7
2006-11-01;Germany..Consumer.confidence.index;99.7
2006-11-01;Global..Business.confidence.index;100.8
2006-11-01;Global..Consumer.confidence.index;101.1
2006-12-01;Europe..Business.confidence.index;102.4
2006-12-01;Europe..Consumer.confidence.index;101.1
2006-12-01;Germany..Business.confidence.index;102.2
2006-12-01;Germany..Composite.leading.indicator;101.8
2006-12-01;Germany..Consumer.confidence.index;99.9
2006-12-01;Global..Business.confidence.index;100.9
2006-12-01;Global..Consumer.confidence.index;101.1
2007-01-01;Europe..Business.confidence.index;102.4
2007-01-01;Europe..Consumer.confidence.index;101.1
2007-01-01;Germany..Business.confidence.index;102.1
2007-01-01;Germany..Composite.leading.indicator;101.9
2007-01-01;Germany..Consumer.confidence.index;100.2
2007-01-01;Global..Business.confidence.index;101.0
2007-01-01;Global..Consumer.confidence.index;101.1
2007-02-01;Europe..Business.confidence.index;102.4
2007-02-01;Europe..Consumer.confidence.index;101.2
2007-02-01;Germany..Business.confidence.index;102.0
2007-02-01;Germany..Composite.leading.indicator;102.0
2007-02-01;Germany..Consumer.confidence.index;100.5
2007-02-01;Global..Business.confidence.index;101.0
2007-02-01;Global..Consumer.confidence.index;101.1
2007-03-01;Europe..Business.confidence.index;102.4
2007-03-01;Europe..Consumer.confidence.index;101.3
2007-03-01;Germany..Business.confidence.index;101.9
2007-03-01;Germany..Composite.leading.indicator;102.1
2007-03-01;Germany..Consumer.confidence.index;100.8
2007-03-01;Global..Business.confidence.index;101.1
2007-03-01;Global..Consumer.confidence.index;101.0
2007-04-01;Europe..Business.confidence.index;102.4
2007-04-01;Europe..Consumer.confidence.index;101.5
2007-04-01;Germany..Business.confidence.index;101.9
2007-04-01;Germany..Composite.leading.indicator;102.2
2007-04-01;Germany..Consumer.confidence.index;101.1
2007-04-01;Global..Business.confidence.index;101.1
2007-04-01;Global..Consumer.confidence.index;101.0
2007-05-01;Europe..Business.confidence.index;102.3
2007-05-01;Europe..Consumer.confidence.index;101.6
2007-05-01;Germany..Business.confidence.index;101.9
2007-05-01;Germany..Composite.leading.indicator;102.2
2007-05-01;Germany..Consumer.confidence.index;101.4
2007-05-01;Global..Business.confidence.index;101.1
2007-05-01;Global..Consumer.confidence.index;101.0
2007-06-01;Europe..Business.confidence.index;102.2
2007-06-01;Europe..Consumer.confidence.index;101.6
2007-06-01;Germany..Business.confidence.index;101.9
2007-06-01;Germany..Composite.leading.indicator;102.2
2007-06-01;Germany..Consumer.confidence.index;101.4
2007-06-01;Global..Business.confidence.index;101.1
2007-06-01;Global..Consumer.confidence.index;101.0
2007-07-01;Europe..Business.confidence.index;102.1
2007-07-01;Europe..Consumer.confidence.index;101.4
2007-07-01;Germany..Business.confidence.index;101.9
2007-07-01;Germany..Composite.leading.indicator;102.1
2007-07-01;Germany..Consumer.confidence.index;101.2
2007-07-01;Global..Business.confidence.index;101.0
2007-07-01;Global..Consumer.confidence.index;100.9
2007-08-01;Europe..Business.confidence.index;102.0
2007-08-01;Europe..Consumer.confidence.index;101.1
2007-08-01;Germany..Business.confidence.index;101.8
2007-08-01;Germany..Composite.leading.indicator;102.0
2007-08-01;Germany..Consumer.confidence.index;100.9
2007-08-01;Global..Business.confidence.index;100.9
2007-08-01;Global..Consumer.confidence.index;100.8
2007-09-01;Europe..Business.confidence.index;102.0
2007-09-01;Europe..Consumer.confidence.index;100.7
2007-09-01;Germany..Business.confidence.index;101.8
2007-09-01;Germany..Composite.leading.indicator;101.9
2007-09-01;Germany..Consumer.confidence.index;100.6
2007-09-01;Global..Business.confidence.index;100.8
2007-09-01;Global..Consumer.confidence.index;100.6
2007-10-01;Europe..Business.confidence.index;102.0
2007-10-01;Europe..Consumer.confidence.index;100.4
2007-10-01;Germany..Business.confidence.index;101.7
2007-10-01;Germany..Composite.leading.indicator;101.8
2007-10-01;Germany..Consumer.confidence.index;100.3
2007-10-01;Global..Business.confidence.index;100.7
2007-10-01;Global..Consumer.confidence.index;100.3
2007-11-01;Europe..Business.confidence.index;102.0
2007-11-01;Europe..Consumer.confidence.index;100.0
2007-11-01;Germany..Business.confidence.index;101.7
2007-11-01;Germany..Composite.leading.indicator;101.7
2007-11-01;Germany..Consumer.confidence.index;100.1
2007-11-01;Global..Business.confidence.index;100.7
2007-11-01;Global..Consumer.confidence.index;100.1
2007-12-01;Europe..Business.confidence.index;102.0
2007-12-01;Europe..Consumer.confidence.index;99.6
2007-12-01;Germany..Business.confidence.index;101.6
2007-12-01;Germany..Composite.leading.indicator;101.6
2007-12-01;Germany..Consumer.confidence.index;100.0
2007-12-01;Global..Business.confidence.index;100.6
2007-12-01;Global..Consumer.confidence.index;99.8
2008-01-01;Europe..Business.confidence.index;101.8
2008-01-01;Europe..Consumer.confidence.index;99.3
2008-01-01;Germany..Business.confidence.index;101.5
2008-01-01;Germany..Composite.leading.indicator;101.5
2008-01-01;Germany..Consumer.confidence.index;100.0
2008-01-01;Global..Business.confidence.index;100.5
2008-01-01;Global..Consumer.confidence.index;99.6
2008-02-01;Europe..Business.confidence.index;101.5
2008-02-01;Europe..Consumer.confidence.index;99.1
2008-02-01;Germany..Business.confidence.index;101.5
2008-02-01;Germany..Composite.leading.indicator;101.3
2008-02-01;Germany..Consumer.confidence.index;99.9
2008-02-01;Global..Business.confidence.index;100.3
2008-02-01;Global..Consumer.confidence.index;99.3
2008-03-01;Europe..Business.confidence.index;101.3
2008-03-01;Europe..Consumer.confidence.index;98.9
2008-03-01;Germany..Business.confidence.index;101.4
2008-03-01;Germany..Composite.leading.indicator;101.1
2008-03-01;Germany..Consumer.confidence.index;99.9
2008-03-01;Global..Business.confidence.index;100.1
2008-03-01;Global..Consumer.confidence.index;98.9
2008-04-01;Europe..Business.confidence.index;100.9
2008-04-01;Europe..Consumer.confidence.index;98.6
2008-04-01;Germany..Business.confidence.index;101.3
2008-04-01;Germany..Composite.leading.indicator;100.8
2008-04-01;Germany..Consumer.confidence.index;99.8
2008-04-01;Global..Business.confidence.index;100.0
2008-04-01;Global..Consumer.confidence.index;98.5
2008-05-01;Europe..Business.confidence.index;100.5
2008-05-01;Europe..Consumer.confidence.index;98.0
2008-05-01;Germany..Business.confidence.index;101.1
2008-05-01;Germany..Composite.leading.indicator;100.4
2008-05-01;Germany..Consumer.confidence.index;99.5
2008-05-01;Global..Business.confidence.index;99.9
2008-05-01;Global..Consumer.confidence.index;98.0
2008-06-01;Europe..Business.confidence.index;100.1
2008-06-01;Europe..Consumer.confidence.index;97.4
2008-06-01;Germany..Business.confidence.index;100.8
2008-06-01;Germany..Composite.leading.indicator;99.8
2008-06-01;Germany..Consumer.confidence.index;99.2
2008-06-01;Global..Business.confidence.index;99.7
2008-06-01;Global..Consumer.confidence.index;97.7
2008-07-01;Europe..Business.confidence.index;99.6
2008-07-01;Europe..Consumer.confidence.index;97.0
2008-07-01;Germany..Business.confidence.index;100.5
2008-07-01;Germany..Composite.leading.indicator;99.1
2008-07-01;Germany..Consumer.confidence.index;98.8
2008-07-01;Global..Business.confidence.index;99.5
2008-07-01;Global..Consumer.confidence.index;97.6
2008-08-01;Europe..Business.confidence.index;99.0
2008-08-01;Europe..Consumer.confidence.index;97.1
2008-08-01;Germany..Business.confidence.index;100.1
2008-08-01;Germany..Composite.leading.indicator;98.3
2008-08-01;Germany..Consumer.confidence.index;98.5
2008-08-01;Global..Business.confidence.index;99.0
2008-08-01;Global..Consumer.confidence.index;97.6
2008-09-01;Europe..Business.confidence.index;98.2
2008-09-01;Europe..Consumer.confidence.index;97.2
2008-09-01;Germany..Business.confidence.index;99.5
2008-09-01;Germany..Composite.leading.indicator;97.3
2008-09-01;Germany..Consumer.confidence.index;98.4
2008-09-01;Global..Business.confidence.index;98.2
2008-09-01;Global..Consumer.confidence.index;97.6
2008-10-01;Europe..Business.confidence.index;97.1
2008-10-01;Europe..Consumer.confidence.index;97.0
2008-10-01;Germany..Business.confidence.index;98.6
2008-10-01;Germany..Composite.leading.indicator;96.4
2008-10-01;Germany..Consumer.confidence.index;98.2
2008-10-01;Global..Business.confidence.index;97.2
2008-10-01;Global..Consumer.confidence.index;97.4
2008-11-01;Europe..Business.confidence.index;95.9
2008-11-01;Europe..Consumer.confidence.index;96.8
2008-11-01;Germany..Business.confidence.index;97.6
2008-11-01;Germany..Composite.leading.indicator;95.5
2008-11-01;Germany..Consumer.confidence.index;98.0
2008-11-01;Global..Business.confidence.index;96.3
2008-11-01;Global..Consumer.confidence.index;97.1
2008-12-01;Europe..Business.confidence.index;94.8
2008-12-01;Europe..Consumer.confidence.index;96.5
2008-12-01;Germany..Business.confidence.index;96.8
2008-12-01;Germany..Composite.leading.indicator;94.8
2008-12-01;Germany..Consumer.confidence.index;97.7
2008-12-01;Global..Business.confidence.index;95.6
2008-12-01;Global..Consumer.confidence.index;97.0
2009-01-01;Europe..Business.confidence.index;94.3
2009-01-01;Europe..Consumer.confidence.index;96.3
2009-01-01;Germany..Business.confidence.index;96.3
2009-01-01;Germany..Composite.leading.indicator;94.4
2009-01-01;Germany..Consumer.confidence.index;97.6
2009-01-01;Global..Business.confidence.index;95.3
2009-01-01;Global..Consumer.confidence.index;96.9
2009-02-01;Europe..Business.confidence.index;93.9
2009-02-01;Europe..Consumer.confidence.index;96.2
2009-02-01;Germany..Business.confidence.index;96.0
2009-02-01;Germany..Composite.leading.indicator;94.3
2009-02-01;Germany..Consumer.confidence.index;97.5
2009-02-01;Global..Business.confidence.index;95.3
2009-02-01;Global..Consumer.confidence.index;96.9
2009-03-01;Europe..Business.confidence.index;93.9
2009-03-01;Europe..Consumer.confidence.index;96.2
2009-03-01;Germany..Business.confidence.index;96.0
2009-03-01;Germany..Composite.leading.indicator;94.5
2009-03-01;Germany..Consumer.confidence.index;97.4
2009-03-01;Global..Business.confidence.index;95.5
2009-03-01;Global..Consumer.confidence.index;97.2
2009-04-01;Europe..Business.confidence.index;94.2
2009-04-01;Europe..Consumer.confidence.index;96.6
2009-04-01;Germany..Business.confidence.index;96.1
2009-04-01;Germany..Composite.leading.indicator;94.9
2009-04-01;Germany..Consumer.confidence.index;97.6
2009-04-01;Global..Business.confidence.index;96.0
2009-04-01;Global..Consumer.confidence.index;97.6
2009-05-01;Europe..Business.confidence.index;94.7
2009-05-01;Europe..Consumer.confidence.index;97.2
2009-05-01;Germany..Business.confidence.index;96.4
2009-05-01;Germany..Composite.leading.indicator;95.6
2009-05-01;Germany..Consumer.confidence.index;97.8
2009-05-01;Global..Business.confidence.index;96.6
2009-05-01;Global..Consumer.confidence.index;98.1
2009-06-01;Europe..Business.confidence.index;95.2
2009-06-01;Europe..Consumer.confidence.index;97.7
2009-06-01;Germany..Business.confidence.index;96.8
2009-06-01;Germany..Composite.leading.indicator;96.4
2009-06-01;Germany..Consumer.confidence.index;98.2
2009-06-01;Global..Business.confidence.index;97.2
2009-06-01;Global..Consumer.confidence.index;98.4
2009-07-01;Europe..Business.confidence.index;95.8
2009-07-01;Europe..Consumer.confidence.index;98.2
2009-07-01;Germany..Business.confidence.index;97.2
2009-07-01;Germany..Composite.leading.indicator;97.2
2009-07-01;Germany..Consumer.confidence.index;98.7
2009-07-01;Global..Business.confidence.index;97.7
2009-07-01;Global..Consumer.confidence.index;98.7
2009-08-01;Europe..Business.confidence.index;96.3
2009-08-01;Europe..Consumer.confidence.index;98.7
2009-08-01;Germany..Business.confidence.index;97.7
2009-08-01;Germany..Composite.leading.indicator;98.0
2009-08-01;Germany..Consumer.confidence.index;99.2
2009-08-01;Global..Business.confidence.index;98.2
2009-08-01;Global..Consumer.confidence.index;98.9
2009-09-01;Europe..Business.confidence.index;96.8
2009-09-01;Europe..Consumer.confidence.index;99.2
2009-09-01;Germany..Business.confidence.index;98.1
2009-09-01;Germany..Composite.leading.indicator;98.7
2009-09-01;Germany..Consumer.confidence.index;99.6
2009-09-01;Global..Business.confidence.index;98.5
2009-09-01;Global..Consumer.confidence.index;99.1
2009-10-01;Europe..Business.confidence.index;97.2
2009-10-01;Europe..Consumer.confidence.index;99.5
2009-10-01;Germany..Business.confidence.index;98.4
2009-10-01;Germany..Composite.leading.indicator;99.3
2009-10-01;Germany..Consumer.confidence.index;99.7
2009-10-01;Global..Business.confidence.index;98.8
2009-10-01;Global..Consumer.confidence.index;99.2
2009-11-01;Europe..Business.confidence.index;97.6
2009-11-01;Europe..Consumer.confidence.index;99.6
2009-11-01;Germany..Business.confidence.index;98.6
2009-11-01;Germany..Composite.leading.indicator;99.8
2009-11-01;Germany..Consumer.confidence.index;99.7
2009-11-01;Global..Business.confidence.index;99.0
2009-11-01;Global..Consumer.confidence.index;99.2
2009-12-01;Europe..Business.confidence.index;98.0
2009-12-01;Europe..Consumer.confidence.index;99.6
2009-12-01;Germany..Business.confidence.index;98.8
2009-12-01;Germany..Composite.leading.indicator;100.1
2009-12-01;Germany..Consumer.confidence.index;99.6
2009-12-01;Global..Business.confidence.index;99.2
2009-12-01;Global..Consumer.confidence.index;99.3
2010-01-01;Europe..Business.confidence.index;98.3
2010-01-01;Europe..Consumer.confidence.index;99.4
2010-01-01;Germany..Business.confidence.index;99.1
2010-01-01;Germany..Composite.leading.indicator;100.4
2010-01-01;Germany..Consumer.confidence.index;99.5
2010-01-01;Global..Business.confidence.index;99.5
2010-01-01;Global..Consumer.confidence.index;99.3
2010-02-01;Europe..Business.confidence.index;98.7
2010-02-01;Europe..Consumer.confidence.index;99.2
2010-02-01;Germany..Business.confidence.index;99.4
2010-02-01;Germany..Composite.leading.indicator;100.7
2010-02-01;Germany..Consumer.confidence.index;99.6
2010-02-01;Global..Business.confidence.index;99.8
2010-02-01;Global..Consumer.confidence.index;99.4
2010-03-01;Europe..Business.confidence.index;99.1
2010-03-01;Europe..Consumer.confidence.index;98.9
2010-03-01;Germany..Business.confidence.index;99.8
2010-03-01;Germany..Composite.leading.indicator;101.0
2010-03-01;Germany..Consumer.confidence.index;99.8
2010-03-01;Global..Business.confidence.index;100.2
2010-03-01;Global..Consumer.confidence.index;99.4
2010-04-01;Europe..Business.confidence.index;99.5
2010-04-01;Europe..Consumer.confidence.index;98.7
2010-04-01;Germany..Business.confidence.index;100.3
2010-04-01;Germany..Composite.leading.indicator;101.3
2010-04-01;Germany..Consumer.confidence.index;100.0
2010-04-01;Global..Business.confidence.index;100.4
2010-04-01;Global..Consumer.confidence.index;99.3
2010-05-01;Europe..Business.confidence.index;99.8
2010-05-01;Europe..Consumer.confidence.index;98.4
2010-05-01;Germany..Business.confidence.index;100.7
2010-05-01;Germany..Composite.leading.indicator;101.6
2010-05-01;Germany..Consumer.confidence.index;100.0
2010-05-01;Global..Business.confidence.index;100.4
2010-05-01;Global..Consumer.confidence.index;99.3
2010-06-01;Europe..Business.confidence.index;100.1
2010-06-01;Europe..Consumer.confidence.index;98.3
2010-06-01;Germany..Business.confidence.index;101.0
2010-06-01;Germany..Composite.leading.indicator;101.8
2010-06-01;Germany..Consumer.confidence.index;100.2
2010-06-01;Global..Business.confidence.index;100.4
2010-06-01;Global..Consumer.confidence.index;99.2
2010-07-01;Europe..Business.confidence.index;100.4
2010-07-01;Europe..Consumer.confidence.index;98.6
2010-07-01;Germany..Business.confidence.index;101.3
2010-07-01;Germany..Composite.leading.indicator;102.0
2010-07-01;Germany..Consumer.confidence.index;100.7
2010-07-01;Global..Business.confidence.index;100.5
2010-07-01;Global..Consumer.confidence.index;99.2
2010-08-01;Europe..Business.confidence.index;100.6
2010-08-01;Europe..Consumer.confidence.index;99.0
2010-08-01;Germany..Business.confidence.index;101.5
2010-08-01;Germany..Composite.leading.indicator;102.3
2010-08-01;Germany..Consumer.confidence.index;101.2
2010-08-01;Global..Business.confidence.index;100.6
2010-08-01;Global..Consumer.confidence.index;99.2
2010-09-01;Europe..Business.confidence.index;100.8
2010-09-01;Europe..Consumer.confidence.index;99.3
2010-09-01;Germany..Business.confidence.index;101.6
2010-09-01;Germany..Composite.leading.indicator;102.5
2010-09-01;Germany..Consumer.confidence.index;101.5
2010-09-01;Global..Business.confidence.index;100.7
2010-09-01;Global..Consumer.confidence.index;99.2
2010-10-01;Europe..Business.confidence.index;101.0
2010-10-01;Europe..Consumer.confidence.index;99.4
2010-10-01;Germany..Business.confidence.index;101.7
2010-10-01;Germany..Composite.leading.indicator;102.6
2010-10-01;Germany..Consumer.confidence.index;101.7
2010-10-01;Global..Business.confidence.index;100.8
2010-10-01;Global..Consumer.confidence.index;99.3
2010-11-01;Europe..Business.confidence.index;101.2
2010-11-01;Europe..Consumer.confidence.index;99.5
2010-11-01;Germany..Business.confidence.index;101.8
2010-11-01;Germany..Composite.leading.indicator;102.8
2010-11-01;Germany..Consumer.confidence.index;101.9
2010-11-01;Global..Business.confidence.index;100.9
2010-11-01;Global..Consumer.confidence.index;99.4
2010-12-01;Europe..Business.confidence.index;101.3
2010-12-01;Europe..Consumer.confidence.index;99.3
2010-12-01;Germany..Business.confidence.index;101.9
2010-12-01;Germany..Composite.leading.indicator;102.8
2010-12-01;Germany..Consumer.confidence.index;101.9
2010-12-01;Global..Business.confidence.index;101.1
2010-12-01;Global..Consumer.confidence.index;99.4
2011-01-01;Europe..Business.confidence.index;101.5
2011-01-01;Europe..Consumer.confidence.index;99.1
2011-01-01;Germany..Business.confidence.index;102.0
2011-01-01;Germany..Composite.leading.indicator;102.8
2011-01-01;Germany..Consumer.confidence.index;101.8
2011-01-01;Global..Business.confidence.index;101.2
2011-01-01;Global..Consumer.confidence.index;99.4
2011-02-01;Europe..Business.confidence.index;101.6
2011-02-01;Europe..Consumer.confidence.index;99.0
2011-02-01;Germany..Business.confidence.index;102.0
2011-02-01;Germany..Composite.leading.indicator;102.7
2011-02-01;Germany..Consumer.confidence.index;101.7
2011-02-01;Global..Business.confidence.index;101.2
2011-02-01;Global..Consumer.confidence.index;99.3
2011-03-01;Europe..Business.confidence.index;101.6
2011-03-01;Europe..Consumer.confidence.index;98.8
2011-03-01;Germany..Business.confidence.index;102.1
2011-03-01;Germany..Composite.leading.indicator;102.6
2011-03-01;Germany..Consumer.confidence.index;101.6
2011-03-01;Global..Business.confidence.index;101.2
2011-03-01;Global..Consumer.confidence.index;99.0
2011-04-01;Europe..Business.confidence.index;101.5
2011-04-01;Europe..Consumer.confidence.index;98.6
2011-04-01;Germany..Business.confidence.index;102.1
2011-04-01;Germany..Composite.leading.indicator;102.4
2011-04-01;Germany..Consumer.confidence.index;101.5
2011-04-01;Global..Business.confidence.index;101.1
2011-04-01;Global..Consumer.confidence.index;98.9
2011-05-01;Europe..Business.confidence.index;101.3
2011-05-01;Europe..Consumer.confidence.index;98.5
2011-05-01;Germany..Business.confidence.index;102.1
2011-05-01;Germany..Composite.leading.indicator;102.0
2011-05-01;Germany..Consumer.confidence.index;101.5
2011-05-01;Global..Business.confidence.index;100.8
2011-05-01;Global..Consumer.confidence.index;98.9
2011-06-01;Europe..Business.confidence.index;101.1
2011-06-01;Europe..Consumer.confidence.index;98.5
2011-06-01;Germany..Business.confidence.index;102.0
2011-06-01;Germany..Composite.leading.indicator;101.7
2011-06-01;Germany..Consumer.confidence.index;101.5
2011-06-01;Global..Business.confidence.index;100.6
2011-06-01;Global..Consumer.confidence.index;98.8
2011-07-01;Europe..Business.confidence.index;100.7
2011-07-01;Europe..Consumer.confidence.index;98.3
2011-07-01;Germany..Business.confidence.index;101.7
2011-07-01;Germany..Composite.leading.indicator;101.2
2011-07-01;Germany..Consumer.confidence.index;101.3
2011-07-01;Global..Business.confidence.index;100.4
2011-07-01;Global..Consumer.confidence.index;98.6
2011-08-01;Europe..Business.confidence.index;100.4
2011-08-01;Europe..Consumer.confidence.index;98.0
2011-08-01;Germany..Business.confidence.index;101.4
2011-08-01;Germany..Composite.leading.indicator;100.8
2011-08-01;Germany..Consumer.confidence.index;101.0
2011-08-01;Global..Business.confidence.index;100.2
2011-08-01;Global..Consumer.confidence.index;98.3
2011-09-01;Europe..Business.confidence.index;100.0
2011-09-01;Europe..Consumer.confidence.index;97.7
2011-09-01;Germany..Business.confidence.index;101.1
2011-09-01;Germany..Composite.leading.indicator;100.4
2011-09-01;Germany..Consumer.confidence.index;100.7
2011-09-01;Global..Business.confidence.index;100.0
2011-09-01;Global..Consumer.confidence.index;98.2
2011-10-01;Europe..Business.confidence.index;99.8
2011-10-01;Europe..Consumer.confidence.index;97.4
2011-10-01;Germany..Business.confidence.index;100.9
2011-10-01;Germany..Composite.leading.indicator;100.1
2011-10-01;Germany..Consumer.confidence.index;100.5
2011-10-01;Global..Business.confidence.index;99.8
2011-10-01;Global..Consumer.confidence.index;98.2
2011-11-01;Europe..Business.confidence.index;99.6
2011-11-01;Europe..Consumer.confidence.index;97.3
2011-11-01;Germany..Business.confidence.index;100.8
2011-11-01;Germany..Composite.leading.indicator;100.0
2011-11-01;Germany..Consumer.confidence.index;100.5
2011-11-01;Global..Business.confidence.index;99.8
2011-11-01;Global..Consumer.confidence.index;98.3
2011-12-01;Europe..Business.confidence.index;99.5
2011-12-01;Europe..Consumer.confidence.index;97.2
2011-12-01;Germany..Business.confidence.index;100.8
2011-12-01;Germany..Composite.leading.indicator;99.9
2011-12-01;Germany..Consumer.confidence.index;100.6
2011-12-01;Global..Business.confidence.index;99.8
2011-12-01;Global..Consumer.confidence.index;98.5
2012-01-01;Europe..Business.confidence.index;99.5
2012-01-01;Europe..Consumer.confidence.index;97.3
2012-01-01;Germany..Business.confidence.index;100.8
2012-01-01;Germany..Composite.leading.indicator;99.9
2012-01-01;Germany..Consumer.confidence.index;100.7
2012-01-01;Global..Business.confidence.index;99.9
2012-01-01;Global..Consumer.confidence.index;98.7
2012-02-01;Europe..Business.confidence.index;99.4
2012-02-01;Europe..Consumer.confidence.index;97.4
2012-02-01;Germany..Business.confidence.index;100.8
2012-02-01;Germany..Composite.leading.indicator;99.9
2012-02-01;Germany..Consumer.confidence.index;100.7
2012-02-01;Global..Business.confidence.index;100.0
2012-02-01;Global..Consumer.confidence.index;98.9
2012-03-01;Europe..Business.confidence.index;99.4
2012-03-01;Europe..Consumer.confidence.index;97.5
2012-03-01;Germany..Business.confidence.index;100.7
2012-03-01;Germany..Composite.leading.indicator;99.8
2012-03-01;Germany..Consumer.confidence.index;100.8
2012-03-01;Global..Business.confidence.index;100.0
2012-03-01;Global..Consumer.confidence.index;98.9
2012-04-01;Europe..Business.confidence.index;99.3
2012-04-01;Europe..Consumer.confidence.index;97.4
2012-04-01;Germany..Business.confidence.index;100.6
2012-04-01;Germany..Composite.leading.indicator;99.7
2012-04-01;Germany..Consumer.confidence.index;100.8
2012-04-01;Global..Business.confidence.index;100.0
2012-04-01;Global..Consumer.confidence.index;98.9
2012-05-01;Europe..Business.confidence.index;99.1
2012-05-01;Europe..Consumer.confidence.index;97.3
2012-05-01;Germany..Business.confidence.index;100.4
2012-05-01;Germany..Composite.leading.indicator;99.5
2012-05-01;Germany..Consumer.confidence.index;100.8
2012-05-01;Global..Business.confidence.index;99.8
2012-05-01;Global..Consumer.confidence.index;98.9
2012-06-01;Europe..Business.confidence.index;98.9
2012-06-01;Europe..Consumer.confidence.index;97.2
2012-06-01;Germany..Business.confidence.index;100.2
2012-06-01;Germany..Composite.leading.indicator;99.3
2012-06-01;Germany..Consumer.confidence.index;100.7
2012-06-01;Global..Business.confidence.index;99.6
2012-06-01;Global..Consumer.confidence.index;98.8
2012-07-01;Europe..Business.confidence.index;98.7
2012-07-01;Europe..Consumer.confidence.index;97.1
2012-07-01;Germany..Business.confidence.index;99.9
2012-07-01;Germany..Composite.leading.indicator;99.1
2012-07-01;Germany..Consumer.confidence.index;100.5
2012-07-01;Global..Business.confidence.index;99.5
2012-07-01;Global..Consumer.confidence.index;98.8
2012-08-01;Europe..Business.confidence.index;98.5
2012-08-01;Europe..Consumer.confidence.index;96.9
2012-08-01;Germany..Business.confidence.index;99.6
2012-08-01;Germany..Composite.leading.indicator;98.9
2012-08-01;Germany..Consumer.confidence.index;100.3
2012-08-01;Global..Business.confidence.index;99.5
2012-08-01;Global..Consumer.confidence.index;98.8
2012-09-01;Europe..Business.confidence.index;98.4
2012-09-01;Europe..Consumer.confidence.index;96.7
2012-09-01;Germany..Business.confidence.index;99.4
2012-09-01;Germany..Composite.leading.indicator;98.8
2012-09-01;Germany..Consumer.confidence.index;100.1
2012-09-01;Global..Business.confidence.index;99.4
2012-09-01;Global..Consumer.confidence.index;98.8
2012-10-01;Europe..Business.confidence.index;98.2
2012-10-01;Europe..Consumer.confidence.index;96.6
2012-10-01;Germany..Business.confidence.index;99.3
2012-10-01;Germany..Composite.leading.indicator;98.8
2012-10-01;Germany..Consumer.confidence.index;100.1
2012-10-01;Global..Business.confidence.index;99.4
2012-10-01;Global..Consumer.confidence.index;98.9
2012-11-01;Europe..Business.confidence.index;98.3
2012-11-01;Europe..Consumer.confidence.index;96.6
2012-11-01;Germany..Business.confidence.index;99.4
2012-11-01;Germany..Composite.leading.indicator;98.9
2012-11-01;Germany..Consumer.confidence.index;100.2
2012-11-01;Global..Business.confidence.index;99.3
2012-11-01;Global..Consumer.confidence.index;98.9
2012-12-01;Europe..Business.confidence.index;98.5
2012-12-01;Europe..Consumer.confidence.index;96.6
2012-12-01;Germany..Business.confidence.index;99.6
2012-12-01;Germany..Composite.leading.indicator;99.0
2012-12-01;Germany..Consumer.confidence.index;100.3
2012-12-01;Global..Business.confidence.index;99.4
2012-12-01;Global..Consumer.confidence.index;98.8
2013-01-01;Europe..Business.confidence.index;98.6
2013-01-01;Europe..Consumer.confidence.index;96.8
2013-01-01;Germany..Business.confidence.index;99.8
2013-01-01;Germany..Composite.leading.indicator;99.2
2013-01-01;Germany..Consumer.confidence.index;100.4
2013-01-01;Global..Business.confidence.index;99.6
2013-01-01;Global..Consumer.confidence.index;98.9
2013-02-01;Europe..Business.confidence.index;98.8
2013-02-01;Europe..Consumer.confidence.index;97.0
2013-02-01;Germany..Business.confidence.index;99.9
2013-02-01;Germany..Composite.leading.indicator;99.4
2013-02-01;Germany..Consumer.confidence.index;100.6
2013-02-01;Global..Business.confidence.index;99.7
2013-02-01;Global..Consumer.confidence.index;99.0
2013-03-01;Europe..Business.confidence.index;98.8
2013-03-01;Europe..Consumer.confidence.index;97.1
2013-03-01;Germany..Business.confidence.index;100.0
2013-03-01;Germany..Composite.leading.indicator;99.5
2013-03-01;Germany..Consumer.confidence.index;100.6
2013-03-01;Global..Business.confidence.index;99.7
2013-03-01;Global..Consumer.confidence.index;99.1
2013-04-01;Europe..Business.confidence.index;98.8
2013-04-01;Europe..Consumer.confidence.index;97.1
2013-04-01;Germany..Business.confidence.index;100.0
2013-04-01;Germany..Composite.leading.indicator;99.6
2013-04-01;Germany..Consumer.confidence.index;100.7
2013-04-01;Global..Business.confidence.index;99.6
2013-04-01;Global..Consumer.confidence.index;99.2
2013-05-01;Europe..Business.confidence.index;98.9
2013-05-01;Europe..Consumer.confidence.index;97.2
2013-05-01;Germany..Business.confidence.index;100.0
2013-05-01;Germany..Composite.leading.indicator;99.8
