DATE;MATERIAL;CUSTOMER;REGION;DEMAND
01.07.2023;C024897037;customer2;North America;402.0
01.08.2023;C024897037;customer2;North America;207.0
01.08.2023;C024897037;customer4;Europe;99.0
01.09.2023;C024897037;customer2;North America;215.0
01.09.2023;C024897037;customer3;North America;49.0
01.10.2023;C024897037;customer2;North America;281.0
01.10.2023;C024897037;customer4;Europe;73.0
01.11.2023;C024897037;customer2;North America;378.0
01.12.2023;C024897037;customer4;Europe;60.0
01.12.2023;C024897037;customer2;North America;174.0
01.01.2024;C024897037;customer2;North America;175.0
01.01.2024;C024897037;customer4;Europe;107.0
01.02.2024;C024897037;customer2;North America;177.0
01.02.2024;C024897037;customer4;Europe;64.0
01.02.2024;C024897037;customer3;North America;71.0
01.03.2024;C024897037;customer2;North America;252.0
01.04.2024;C024897037;customer2;North America;232.0
01.04.2024;C024897037;customer4;Europe;104.0
01.05.2024;C024897037;customer3;North America;93.0
01.05.2024;C024897037;customer2;North America;225.0
01.06.2024;C024897037;customer4;Europe;111.0
01.06.2024;C024897037;customer2;North America;237.0
01.04.2015;C021120183;customer3;North America;56.0
01.04.2015;C021120183;customer4;Europe;82.0
01.05.2015;C021120183;customer2;North America;24.0
01.07.2015;C021120183;customer2;North America;30.0
01.09.2015;C021120183;customer2;North America;16.0
01.09.2015;C021120183;customer1;Europe;2.0
01.11.2015;C021120183;customer2;North America;40.0
01.11.2015;C021120183;customer4;Europe;17.0
01.11.2015;C021120183;customer3;North America;9.0
01.12.2015;C021120183;customer2;North America;72.0
01.03.2016;C021120183;customer2;North America;33.0
01.03.2016;C021120183;customer3;North America;9.0
01.03.2016;C021120183;customer4;Europe;12.0
01.10.2016;C021120183;customer2;North America;10.0
01.10.2016;C021120183;customer3;North America;2.0
01.11.2016;C021120183;customer1;Europe;17.0
01.11.2016;C021120183;customer2;North America;103.0
01.02.2017;C021120183;customer4;Europe;6.0
01.02.2017;C021120183;customer2;North America;25.0
01.02.2017;C021120183;customer3;North America;5.0
01.03.2017;C021120183;customer3;North America;2.0
01.03.2017;C021120183;customer2;North America;4.0
01.04.2017;C021120183;customer4;Europe;5.0
01.04.2017;C021120183;customer2;North America;7.0
01.11.2017;C021120183;customer2;North America;30.0
01.03.2018;C021120183;customer2;North America;72.0
01.06.2018;C021120183;customer2;North America;29.0
01.06.2018;C021120183;customer4;Europe;7.0
01.11.2018;C021120183;customer2;North America;66.0
01.02.2019;C021120183;customer4;Europe;14.0
01.02.2019;C021120183;customer1;Europe;4.0
01.03.2019;C021120183;customer2;North America;78.0
01.08.2019;C021120183;customer2;North America;4.0
01.08.2019;C021120183;customer4;Europe;2.0
01.12.2019;C021120183;customer4;Europe;51.0
01.12.2019;C021120183;customer3;North America;27.0
01.02.2020;C021120183;customer2;North America;114.0
01.04.2020;C021120183;customer4;Europe;76.0
01.04.2020;C021120183;customer2;North America;140.0
01.06.2020;C021120183;customer2;North America;72.0
01.11.2020;C021120183;customer2;North America;150.0
01.02.2021;C021120183;customer2;North America;63.0
01.02.2021;C021120183;customer1;Europe;9.0
01.03.2021;C021120183;customer2;North America;84.0
01.05.2021;C021120183;customer2;North America;18.0
01.08.2021;C021120183;customer2;North America;48.0
01.11.2021;C021120183;customer2;North America;39.0
01.11.2021;C021120183;customer4;Europe;15.0
01.12.2021;C021120183;customer2;North America;17.0
01.12.2021;C021120183;customer3;North America;1.0
01.05.2022;C021120183;customer2;North America;144.0
01.08.2022;C021120183;customer2;North America;114.0
01.09.2022;C021120183;customer3;North America;2.0
01.09.2022;C021120183;customer4;Europe;4.0
01.11.2022;C021120183;customer4;Europe;84.0
01.12.2022;C021120183;customer2;North America;8.0
01.12.2022;C021120183;customer4;Europe;4.0
01.02.2023;C021120183;customer2;North America;72.0
01.03.2023;C021120183;customer2;North America;50.0
01.03.2023;C021120183;customer3;North America;10.0
01.07.2023;C021120183;customer4;Europe;36.0
01.09.2023;C021120183;customer2;North America;38.0
01.09.2023;C021120183;customer4;Europe;7.0
01.09.2023;C021120183;customer3;North America;7.0
01.09.2023;C021120183;customer1;Europe;2.0
01.04.2024;C021120183;customer2;North America;33.0
01.04.2024;C021120183;customer4;Europe;9.0
01.02.2008;C026568362;customer2;North America;204.0
01.03.2008;C026568362;customer2;North America;162.0
01.04.2008;C026568362;customer2;North America;187.0
01.04.2008;C026568362;customer1;Europe;23.0
01.05.2008;C026568362;customer2;North America;117.0
01.05.2008;C026568362;customer3;North America;27.0
01.06.2008;C026568362;customer2;North America;148.0
01.06.2008;C026568362;customer4;Europe;50.0
01.07.2008;C026568362;customer3;North America;34.0
01.07.2008;C026568362;customer2;North America;134.0
01.08.2008;C026568362;customer2;North America;144.0
01.09.2008;C026568362;customer2;North America;108.0
01.10.2008;C026568362;customer3;North America;34.0
01.10.2008;C026568362;customer2;North America;140.0
01.11.2008;C026568362;customer4;Europe;35.0
01.11.2008;C026568362;customer2;North America;97.0
01.11.2008;C026568362;customer1;Europe;12.0
01.12.2008;C026568362;customer2;North America;70.0
01.12.2008;C026568362;customer4;Europe;26.0
01.01.2009;C026568362;customer2;North America;77.0
01.01.2009;C026568362;customer3;North America;13.0
01.02.2009;C026568362;customer2;North America;96.0
01.02.2009;C026568362;customer4;Europe;42.0
01.03.2009;C026568362;customer2;North America;45.0
01.03.2009;C026568362;customer3;North America;15.0
01.04.2009;C026568362;customer4;Europe;34.0
01.04.2009;C026568362;customer2;North America;80.0
01.05.2009;C026568362;customer2;North America;58.0
01.05.2009;C026568362;customer3;North America;8.0
01.06.2009;C026568362;customer2;North America;93.0
01.06.2009;C026568362;customer4;Europe;39.0
01.07.2009;C026568362;customer2;North America;99.0
01.07.2009;C026568362;customer4;Europe;33.0
01.08.2009;C026568362;customer2;North America;97.0
01.08.2009;C026568362;customer4;Europe;47.0
01.09.2009;C026568362;customer2;North America;96.0
01.10.2009;C026568362;customer2;North America;168.0
01.11.2009;C026568362;customer2;North America;131.0
01.11.2009;C026568362;customer4;Europe;49.0
01.12.2009;C026568362;customer2;North America;106.0
01.12.2009;C026568362;customer3;North America;26.0
01.01.2010;C026568362;customer2;North America;113.0
01.01.2010;C026568362;customer4;Europe;37.0
01.02.2010;C026568362;customer4;Europe;67.0
01.02.2010;C026568362;customer2;North America;143.0
01.03.2010;C026568362;customer2;North America;108.0
01.04.2010;C026568362;customer2;North America;204.0
01.05.2010;C026568362;customer2;North America;117.0
01.05.2010;C026568362;customer4;Europe;45.0
01.06.2010;C026568362;customer4;Europe;70.0
01.06.2010;C026568362;customer2;North America;170.0
01.07.2010;C026568362;customer2;North America;186.0
01.07.2010;C026568362;customer3;North America;47.0
01.07.2010;C026568362;customer1;Europe;13.0
01.08.2010;C026568362;customer4;Europe;234.0
01.09.2010;C026568362;customer4;Europe;67.0
01.09.2010;C026568362;customer2;North America;215.0
01.10.2010;C026568362;customer4;Europe;188.0
01.10.2010;C026568362;customer3;North America;130.0
01.11.2010;C026568362;customer3;North America;324.0
01.12.2010;C026568362;customer2;North America;246.0
01.01.2011;C026568362;customer2;North America;282.0
01.02.2011;C026568362;customer2;North America;248.0
01.02.2011;C026568362;customer4;Europe;94.0
01.03.2011;C026568362;customer2;North America;318.0
01.04.2011;C026568362;customer2;North America;318.0
01.05.2011;C026568362;customer2;North America;324.0
01.06.2011;C026568362;customer2;North America;287.0
01.06.2011;C026568362;customer3;North America;85.0
01.07.2011;C026568362;customer4;Europe;330.0
01.08.2011;C026568362;customer2;North America;189.0
01.08.2011;C026568362;customer4;Europe;81.0
01.09.2011;C026568362;customer2;North America;240.0
01.10.2011;C026568362;customer2;North America;348.0
01.11.2011;C026568362;customer4;Europe;93.0
01.11.2011;C026568362;customer2;North America;231.0
01.12.2011;C026568362;customer3;North America;276.0
01.01.2012;C026568362;customer3;North America;48.0
01.01.2012;C026568362;customer2;North America;246.0
01.02.2012;C026568362;customer2;North America;342.0
01.03.2012;C026568362;customer3;North America;276.0
01.04.2012;C026568362;customer4;Europe;82.0
01.04.2012;C026568362;customer2;North America;266.0
01.05.2012;C026568362;customer2;North America;237.0
01.05.2012;C026568362;customer4;Europe;105.0
01.06.2012;C026568362;customer3;North America;378.0
01.07.2012;C026568362;customer2;North America;360.0
01.08.2012;C026568362;customer2;North America;260.0
01.08.2012;C026568362;customer3;North America;58.0
01.09.2012;C026568362;customer2;North America;276.0
01.10.2012;C026568362;customer2;North America;354.0
01.11.2012;C026568362;customer2;North America;217.0
01.11.2012;C026568362;customer4;Europe;89.0
01.11.2012;C026568362;customer3;North America;54.0
01.12.2012;C026568362;customer2;North America;318.0
01.01.2013;C026568362;customer3;North America;224.0
01.01.2013;C026568362;customer1;Europe;112.0
01.02.2013;C026568362;customer2;North America;360.0
01.03.2013;C026568362;customer2;North America;288.0
01.04.2013;C026568362;customer2;North America;225.0
01.04.2013;C026568362;customer3;North America;37.0
01.04.2013;C026568362;customer4;Europe;86.0
01.05.2013;C026568362;customer2;North America;324.0
01.06.2013;C026568362;customer4;Europe;96.0
01.06.2013;C026568362;customer2;North America;238.0
01.06.2013;C026568362;customer1;Europe;26.0
01.07.2013;C026568362;customer2;North America;247.0
01.07.2013;C026568362;customer4;Europe;101.0
01.08.2013;C026568362;customer2;North America;288.0
01.09.2013;C026568362;customer2;North America;306.0
01.10.2013;C026568362;customer1;Europe;51.0
01.10.2013;C026568362;customer2;North America;321.0
01.11.2013;C026568362;customer2;North America;360.0
01.12.2013;C026568362;customer2;North America;230.0
01.12.2013;C026568362;customer4;Europe;88.0
01.01.2014;C026568362;customer2;North America;342.0
01.02.2014;C026568362;customer2;North America;384.0
01.03.2014;C026568362;customer2;North America;306.0
01.04.2014;C026568362;customer2;North America;342.0
01.05.2014;C026568362;customer2;North America;246.0
01.05.2014;C026568362;customer3;North America;66.0
01.06.2014;C026568362;customer2;North America;216.0
01.06.2014;C026568362;customer3;North America;51.0
01.06.2014;C026568362;customer4;Europe;68.0
01.06.2014;C026568362;customer1;Europe;25.0
01.07.2014;C026568362;customer4;Europe;92.0
01.07.2014;C026568362;customer2;North America;274.0
01.08.2014;C026568362;customer2;North America;306.0
01.09.2014;C026568362;customer4;Europe;330.0
01.10.2014;C026568362;customer2;North America;360.0
01.11.2014;C026568362;customer4;Europe;116.0
01.11.2014;C026568362;customer2;North America;268.0
01.12.2014;C026568362;customer2;North America;248.0
01.12.2014;C026568362;customer4;Europe;82.0
01.01.2015;C026568362;customer3;North America;40.0
01.01.2015;C026568362;customer4;Europe;90.0
01.01.2015;C026568362;customer2;North America;224.0
01.02.2015;C026568362;customer2;North America;366.0
01.03.2015;C026568362;customer2;North America;366.0
01.04.2015;C026568362;customer1;Europe;28.0
01.04.2015;C026568362;customer2;North America;264.0
01.04.2015;C026568362;customer4;Europe;104.0
01.05.2015;C026568362;customer3;North America;78.0
01.05.2015;C026568362;customer2;North America;300.0
01.06.2015;C026568362;customer2;North America;414.0
01.07.2015;C026568362;customer2;North America;405.0
01.07.2015;C026568362;customer1;Europe;51.0
01.08.2015;C026568362;customer2;North America;390.0
01.09.2015;C026568362;customer2;North America;384.0
01.10.2015;C026568362;customer2;North America;402.0
01.10.2015;C026568362;customer1;Europe;42.0
01.11.2015;C026568362;customer2;North America;402.0
01.12.2015;C026568362;customer2;North America;390.0
01.01.2016;C026568362;customer2;North America;408.0
01.02.2016;C026568362;customer2;North America;356.0
01.02.2016;C026568362;customer3;North America;82.0
01.03.2016;C026568362;customer2;North America;396.0
01.04.2016;C026568362;customer4;Europe;420.0
01.05.2016;C026568362;customer2;North America;285.0
01.05.2016;C026568362;customer4;Europe;129.0
01.06.2016;C026568362;customer2;North America;414.0
01.07.2016;C026568362;customer4;Europe;134.0
01.07.2016;C026568362;customer2;North America;328.0
01.08.2016;C026568362;customer1;Europe;366.0
01.09.2016;C026568362;customer4;Europe;103.0
01.09.2016;C026568362;customer2;North America;228.0
01.09.2016;C026568362;customer1;Europe;29.0
01.10.2016;C026568362;customer2;North America;268.0
01.10.2016;C026568362;customer4;Europe;98.0
01.11.2016;C026568362;customer2;North America;396.0
01.12.2016;C026568362;customer2;North America;249.0
01.12.2016;C026568362;customer4;Europe;75.0
01.01.2017;C026568362;customer2;North America;372.0
01.02.2017;C026568362;customer2;North America;432.0
01.03.2017;C026568362;customer2;North America;354.0
01.04.2017;C026568362;customer2;North America;302.0
01.04.2017;C026568362;customer4;Europe;88.0
01.05.2017;C026568362;customer2;North America;384.0
01.06.2017;C026568362;customer2;North America;426.0
01.07.2017;C026568362;customer2;North America;286.0
01.07.2017;C026568362;customer4;Europe;110.0
01.08.2017;C026568362;customer2;North America;196.0
01.08.2017;C026568362;customer3;North America;59.0
01.08.2017;C026568362;customer4;Europe;50.0
01.08.2017;C026568362;customer1;Europe;25.0
01.09.2017;C026568362;customer2;North America;366.0
01.10.2017;C026568362;customer2;North America;251.0
01.10.2017;C026568362;customer4;Europe;66.0
01.10.2017;C026568362;customer3;North America;67.0
01.11.2017;C026568362;customer2;North America;348.0
01.12.2017;C026568362;customer2;North America;287.0
01.12.2017;C026568362;customer3;North America;67.0
01.01.2018;C026568362;customer4;Europe;336.0
01.02.2018;C026568362;customer2;North America;294.0
01.02.2018;C026568362;customer4;Europe;108.0
01.03.2018;C026568362;customer2;North America;354.0
01.04.2018;C026568362;customer2;North America;288.0
01.04.2018;C026568362;customer4;Europe;114.0
01.05.2018;C026568362;customer2;North America;354.0
01.06.2018;C026568362;customer2;North America;361.0
01.06.2018;C026568362;customer3;North America;77.0
01.07.2018;C026568362;customer2;North America;468.0
01.08.2018;C026568362;customer2;North America;290.0
01.08.2018;C026568362;customer3;North America;82.0
01.09.2018;C026568362;customer2;North America;396.0
01.10.2018;C026568362;customer2;North America;384.0
01.11.2018;C026568362;customer2;North America;426.0
01.12.2018;C026568362;customer2;North America;318.0
01.01.2019;C026568362;customer2;North America;384.0
01.02.2019;C026568362;customer2;North America;414.0
01.03.2019;C026568362;customer2;North America;262.0
01.03.2019;C026568362;customer4;Europe;104.0
01.04.2019;C026568362;customer2;North America;378.0
01.05.2019;C026568362;customer2;North America;345.0
01.05.2019;C026568362;customer1;Europe;39.0
01.06.2019;C026568362;customer2;North America;408.0
01.07.2019;C026568362;customer2;North America;408.0
01.08.2019;C026568362;customer2;North America;272.0
01.08.2019;C026568362;customer3;North America;52.0
01.08.2019;C026568362;customer4;Europe;84.0
01.09.2019;C026568362;customer4;Europe;354.0
01.10.2019;C026568362;customer2;North America;456.0
01.11.2019;C026568362;customer4;Europe;462.0
01.12.2019;C026568362;customer2;North America;354.0
01.01.2020;C026568362;customer2;North America;396.0
01.02.2020;C026568362;customer2;North America;305.0
01.02.2020;C026568362;customer4;Europe;109.0
01.03.2020;C026568362;customer1;Europe;366.0
01.04.2020;C026568362;customer2;North America;349.0
01.04.2020;C026568362;customer1;Europe;47.0
01.05.2020;C026568362;customer2;North America;196.0
01.05.2020;C026568362;customer4;Europe;104.0
01.06.2020;C026568362;customer2;North America;378.0
01.07.2020;C026568362;customer2;North America;354.0
01.08.2020;C026568362;customer4;Europe;99.0
01.08.2020;C026568362;customer2;North America;249.0
01.09.2020;C026568362;customer2;North America;324.0
01.10.2020;C026568362;customer2;North America;402.0
01.11.2020;C026568362;customer2;North America;354.0
01.12.2020;C026568362;customer2;North America;324.0
01.01.2021;C026568362;customer2;North America;306.0
01.01.2021;C026568362;customer1;Europe;42.0
01.02.2021;C026568362;customer2;North America;289.0
01.02.2021;C026568362;customer3;North America;71.0
01.03.2021;C026568362;customer2;North America;236.0
01.03.2021;C026568362;customer4;Europe;100.0
01.04.2021;C026568362;customer2;North America;263.0
01.04.2021;C026568362;customer4;Europe;109.0
01.05.2021;C026568362;customer2;North America;269.0
01.05.2021;C026568362;customer3;North America;73.0
01.06.2021;C026568362;customer2;North America;346.0
01.06.2021;C026568362;customer3;North America;80.0
01.07.2021;C026568362;customer2;North America;384.0
01.08.2021;C026568362;customer2;North America;360.0
01.09.2021;C026568362;customer4;Europe;263.0
01.09.2021;C026568362;customer1;Europe;91.0
01.10.2021;C026568362;customer2;North America;349.0
01.10.2021;C026568362;customer4;Europe;125.0
01.11.2021;C026568362;customer2;North America;444.0
01.12.2021;C026568362;customer2;North America;372.0
01.01.2022;C026568362;customer2;North America;372.0
01.02.2022;C026568362;customer2;North America;426.0
01.03.2022;C026568362;customer2;North America;396.0
01.04.2022;C026568362;customer3;North America;146.0
01.04.2022;C026568362;customer4;Europe;244.0
01.05.2022;C026568362;customer2;North America;378.0
01.06.2022;C026568362;customer4;Europe;107.0
01.06.2022;C026568362;customer2;North America;295.0
01.07.2022;C026568362;customer2;North America;305.0
01.07.2022;C026568362;customer4;Europe;97.0
01.08.2022;C026568362;customer2;North America;324.0
01.09.2022;C026568362;customer2;North America;253.0
01.09.2022;C026568362;customer4;Europe;101.0
01.10.2022;C026568362;customer2;North America;402.0
01.11.2022;C026568362;customer3;North America;62.0
01.11.2022;C026568362;customer2;North America;228.0
01.11.2022;C026568362;customer4;Europe;100.0
01.12.2022;C026568362;customer2;North America;194.0
01.12.2022;C026568362;customer4;Europe;76.0
01.12.2022;C026568362;customer3;North America;36.0
01.01.2023;C026568362;customer2;North America;336.0
01.02.2023;C026568362;customer2;North America;348.0
01.03.2023;C026568362;customer2;North America;354.0
01.04.2023;C026568362;customer3;North America;390.0
01.05.2023;C026568362;customer2;North America;245.0
01.05.2023;C026568362;customer4;Europe;77.0
01.05.2023;C026568362;customer3;North America;50.0
01.06.2023;C026568362;customer2;North America;420.0
01.07.2023;C026568362;customer2;North America;313.0
01.07.2023;C026568362;customer4;Europe;95.0
01.08.2023;C026568362;customer2;North America;263.0
01.08.2023;C026568362;customer4;Europe;97.0
01.09.2023;C026568362;customer2;North America;330.0
01.10.2023;C026568362;customer2;North America;390.0
01.11.2023;C026568362;customer1;Europe;131.0
01.11.2023;C026568362;customer3;North America;241.0
01.12.2023;C026568362;customer2;North America;288.0
01.01.2024;C026568362;customer2;North America;330.0
01.02.2024;C026568362;customer3;North America;75.0
01.02.2024;C026568362;customer2;North America;273.0
01.03.2024;C026568362;customer2;North America;366.0
01.04.2024;C026568362;customer2;North America;372.0
01.05.2024;C026568362;customer4;Europe;110.0
01.05.2024;C026568362;customer2;North America;262.0
01.06.2024;C026568362;customer2;North America;321.0
01.06.2024;C026568362;customer3;North America;87.0
01.10.2007;C048529686;customer2;North America;1926.0
01.11.2007;C048529686;customer2;North America;1452.0
01.12.2007;C048529686;customer4;Europe;386.0
01.12.2007;C048529686;customer2;North America;1000.0
01.01.2008;C048529686;customer2;North America;1638.0
01.02.2008;C048529686;customer2;North America;1184.0
01.02.2008;C048529686;customer4;Europe;448.0
01.03.2008;C048529686;customer2;North America;1986.0
01.04.2008;C048529686;customer2;North America;1407.0
01.04.2008;C048529686;customer4;Europe;567.0
01.05.2008;C048529686;customer2;North America;1674.0
01.06.2008;C048529686;customer2;North America;1854.0
01.07.2008;C048529686;customer2;North America;2286.0
01.08.2008;C048529686;customer2;North America;970.0
01.08.2008;C048529686;customer4;Europe;356.0
01.09.2008;C048529686;customer2;North America;1196.0
01.09.2008;C048529686;customer3;North America;311.0
01.09.2008;C048529686;customer1;Europe;155.0
01.10.2008;C048529686;customer2;North America;1740.0
01.11.2008;C048529686;customer2;North America;1644.0
01.12.2008;C048529686;customer2;North America;831.0
01.12.2008;C048529686;customer4;Europe;321.0
01.01.2009;C048529686;customer3;North America;1578.0
01.02.2009;C048529686;customer2;North America;1049.0
01.02.2009;C048529686;customer4;Europe;427.0
01.03.2009;C048529686;customer2;North America;1602.0
01.04.2009;C048529686;customer2;North America;1429.0
01.04.2009;C048529686;customer4;Europe;563.0
01.05.2009;C048529686;customer2;North America;1692.0
01.06.2009;C048529686;customer2;North America;1233.0
01.06.2009;C048529686;customer4;Europe;441.0
01.07.2009;C048529686;customer3;North America;356.0
01.07.2009;C048529686;customer2;North America;1552.0
01.08.2009;C048529686;customer2;North America;1217.0
01.08.2009;C048529686;customer4;Europe;493.0
01.09.2009;C048529686;customer2;North America;864.0
01.09.2009;C048529686;customer3;North America;224.0
01.09.2009;C048529686;customer4;Europe;370.0
01.10.2009;C048529686;customer2;North America;1373.0
01.10.2009;C048529686;customer4;Europe;589.0
01.11.2009;C048529686;customer2;North America;1458.0
01.12.2009;C048529686;customer4;Europe;311.0
01.12.2009;C048529686;customer2;North America;847.0
01.01.2010;C048529686;customer2;North America;1626.0
01.02.2010;C048529686;customer2;North America;1824.0
01.03.2010;C048529686;customer2;North America;1584.0
01.04.2010;C048529686;customer2;North America;1914.0
01.05.2010;C048529686;customer2;North America;1138.0
01.05.2010;C048529686;customer4;Europe;422.0
01.06.2010;C048529686;customer2;North America;1279.0
01.06.2010;C048529686;customer4;Europe;467.0
01.07.2010;C048529686;customer2;North America;1463.0
01.07.2010;C048529686;customer3;North America;331.0
01.08.2010;C048529686;customer4;Europe;516.0
01.08.2010;C048529686;customer2;North America;1356.0
01.09.2010;C048529686;customer2;North America;1956.0
01.10.2010;C048529686;customer2;North America;1265.0
01.10.2010;C048529686;customer3;North America;355.0
01.10.2010;C048529686;customer1;Europe;168.0
01.11.2010;C048529686;customer2;North America;1219.0
01.11.2010;C048529686;customer4;Europe;484.0
01.11.2010;C048529686;customer3;North America;319.0
01.12.2010;C048529686;customer4;Europe;385.0
01.12.2010;C048529686;customer2;North America;968.0
01.12.2010;C048529686;customer1;Europe;129.0
01.01.2011;C048529686;customer2;North America;1116.0
01.01.2011;C048529686;customer4;Europe;430.0
01.01.2011;C048529686;customer1;Europe;134.0
01.02.2011;C048529686;customer2;North America;1311.0
01.02.2011;C048529686;customer4;Europe;531.0
01.03.2011;C048529686;customer4;Europe;2124.0
01.04.2011;C048529686;customer2;North America;2088.0
01.05.2011;C048529686;customer2;North America;1392.0
01.05.2011;C048529686;customer4;Europe;492.0
01.06.2011;C048529686;customer2;North America;1793.0
01.06.2011;C048529686;customer3;North America;463.0
01.07.2011;C048529686;customer2;North America;1643.0
01.07.2011;C048529686;customer4;Europe;577.0
01.08.2011;C048529686;customer2;North America;2526.0
01.09.2011;C048529686;customer2;North America;1613.0
01.09.2011;C048529686;customer4;Europe;643.0
01.10.2011;C048529686;customer2;North America;2304.0
01.11.2011;C048529686;customer2;North America;1954.0
01.11.2011;C048529686;customer3;North America;476.0
01.12.2011;C048529686;customer2;North America;1752.0
01.01.2012;C048529686;customer2;North America;1523.0
01.01.2012;C048529686;customer4;Europe;631.0
01.02.2012;C048529686;customer2;North America;1735.0
01.02.2012;C048529686;customer3;North America;425.0
01.03.2012;C048529686;customer2;North America;2346.0
01.04.2012;C048529686;customer2;North America;2136.0
01.05.2012;C048529686;customer2;North America;2016.0
01.06.2012;C048529686;customer2;North America;1869.0
01.06.2012;C048529686;customer3;North America;429.0
01.07.2012;C048529686;customer2;North America;2568.0
01.08.2012;C048529686;customer2;North America;1642.0
01.08.2012;C048529686;customer3;North America;404.0
01.09.2012;C048529686;customer2;North America;2286.0
01.10.2012;C048529686;customer3;North America;2010.0
01.11.2012;C048529686;customer2;North America;1450.0
01.11.2012;C048529686;customer4;Europe;524.0
01.12.2012;C048529686;customer3;North America;406.0
01.12.2012;C048529686;customer2;North America;1652.0
01.01.2013;C048529686;customer2;North America;2166.0
01.02.2013;C048529686;customer2;North America;2064.0
01.03.2013;C048529686;customer2;North America;1757.0
01.03.2013;C048529686;customer4;Europe;667.0
01.04.2013;C048529686;customer2;North America;2502.0
01.05.2013;C048529686;customer2;North America;2412.0
01.06.2013;C048529686;customer2;North America;2110.0
01.06.2013;C048529686;customer1;Europe;260.0
01.07.2013;C048529686;customer2;North America;1909.0
01.07.2013;C048529686;customer3;North America;431.0
01.08.2013;C048529686;customer2;North America;2178.0
01.09.2013;C048529686;customer2;North America;2322.0
01.10.2013;C048529686;customer2;North America;2098.0
01.10.2013;C048529686;customer1;Europe;290.0
01.11.2013;C048529686;customer2;North America;2100.0
01.12.2013;C048529686;customer2;North America;2094.0
01.01.2014;C048529686;customer2;North America;2436.0
01.02.2014;C048529686;customer4;Europe;706.0
01.02.2014;C048529686;customer2;North America;1856.0
01.03.2014;C048529686;customer2;North America;2562.0
01.04.2014;C048529686;customer4;Europe;715.0
01.04.2014;C048529686;customer2;North America;1985.0
01.05.2014;C048529686;customer2;North America;1746.0
01.05.2014;C048529686;customer4;Europe;677.0
01.05.2014;C048529686;customer1;Europe;205.0
01.06.2014;C048529686;customer4;Europe;617.0
01.06.2014;C048529686;customer2;North America;1681.0
01.07.2014;C048529686;customer2;North America;1986.0
01.07.2014;C048529686;customer4;Europe;714.0
01.08.2014;C048529686;customer2;North America;2045.0
01.08.2014;C048529686;customer3;North America;475.0
01.09.2014;C048529686;customer2;North America;2514.0
01.10.2014;C048529686;customer2;North America;1701.0
01.10.2014;C048529686;customer4;Europe;645.0
01.11.2014;C048529686;customer2;North America;2586.0
01.12.2014;C048529686;customer2;North America;1644.0
01.01.2015;C048529686;customer2;North America;1776.0
01.01.2015;C048529686;customer3;North America;417.0
01.01.2015;C048529686;customer1;Europe;219.0
01.02.2015;C048529686;customer2;North America;1852.0
01.02.2015;C048529686;customer1;Europe;254.0
01.02.2015;C048529686;customer4;Europe;738.0
01.03.2015;C048529686;customer2;North America;2604.0
01.04.2015;C048529686;customer3;North America;529.0
01.04.2015;C048529686;customer2;North America;2159.0
01.05.2015;C048529686;customer3;North America;505.0
01.05.2015;C048529686;customer2;North America;2189.0
01.06.2015;C048529686;customer2;North America;2436.0
01.07.2015;C048529686;customer2;North America;2172.0
01.07.2015;C048529686;customer3;North America;504.0
01.08.2015;C048529686;customer2;North America;1623.0
01.08.2015;C048529686;customer4;Europe;639.0
01.09.2015;C048529686;customer2;North America;1635.0
01.09.2015;C048529686;customer4;Europe;633.0
01.10.2015;C048529686;customer2;North America;2112.0
01.11.2015;C048529686;customer2;North America;2292.0
01.12.2015;C048529686;customer2;North America;1650.0
01.12.2015;C048529686;customer1;Europe;210.0
01.01.2016;C048529686;customer2;North America;1859.0
01.01.2016;C048529686;customer3;North America;439.0
01.02.2016;C048529686;customer2;North America;1976.0
01.02.2016;C048529686;customer4;Europe;742.0
01.03.2016;C048529686;customer2;North America;2310.0
01.03.2016;C048529686;customer1;Europe;276.0
01.04.2016;C048529686;customer2;North America;2520.0
01.05.2016;C048529686;customer2;North America;2220.0
01.06.2016;C048529686;customer2;North America;2436.0
01.07.2016;C048529686;customer2;North America;2430.0
01.08.2016;C048529686;customer2;North America;2238.0
01.09.2016;C048529686;customer3;North America;2454.0
01.10.2016;C048529686;customer4;Europe;2382.0
01.11.2016;C048529686;customer2;North America;2178.0
01.12.2016;C048529686;customer2;North America;2130.0
01.01.2017;C048529686;customer2;North America;2190.0
01.02.2017;C048529686;customer2;North America;1815.0
01.02.2017;C048529686;customer4;Europe;687.0
01.02.2017;C048529686;customer3;North America;456.0
01.03.2017;C048529686;customer2;North America;2808.0
01.04.2017;C048529686;customer2;North America;2844.0
01.05.2017;C048529686;customer2;North America;2868.0
01.06.2017;C048529686;customer2;North America;2784.0
01.07.2017;C048529686;customer2;North America;2898.0
01.08.2017;C048529686;customer2;North America;2538.0
01.09.2017;C048529686;customer4;Europe;763.0
01.09.2017;C048529686;customer2;North America;2045.0
01.10.2017;C048529686;customer2;North America;2688.0
01.11.2017;C048529686;customer2;North America;2466.0
01.12.2017;C048529686;customer2;North America;1831.0
01.12.2017;C048529686;customer3;North America;479.0
01.01.2018;C048529686;customer2;North America;2466.0
01.02.2018;C048529686;customer3;North America;2670.0
01.03.2018;C048529686;customer2;North America;2020.0
01.03.2018;C048529686;customer4;Europe;866.0
01.04.2018;C048529686;customer2;North America;2481.0
01.04.2018;C048529686;customer3;North America;603.0
01.05.2018;C048529686;customer2;North America;2910.0
