,ArtikelNr,Menge,AuftragPosNr,AuftragsNr,PositionsNr,Einheit,PreisProEinheit,RabattProzent,ZeilenNettoWert,StatusPosition,LieferdatumPositionTag,LieferdatumPositionMonat,LieferdatumPositionJahr
694,C026568362,50.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2008
695,C026568362,34.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2008
696,C026568362,134.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2008
697,C026568362,144.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2008
698,C026568362,108.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2008
699,C026568362,34.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2008
700,C026568362,140.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2008
701,C026568362,35.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2008
702,C026568362,97.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2008
703,C026568362,12.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2008
704,C026568362,70.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2008
705,C026568362,26.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2008
706,C026568362,77.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2009
707,C026568362,13.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2009
708,C026568362,96.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2009
709,C026568362,42.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2009
710,C026568362,45.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2009
711,C026568362,15.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2009
712,C026568362,34.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2009
713,C026568362,80.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2009
714,C026568362,58.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2009
715,C026568362,8.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2009
716,C026568362,93.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2009
717,C026568362,39.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2009
718,C026568362,99.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2009
719,C026568362,33.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2009
720,C026568362,97.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2009
721,C026568362,47.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2009
722,C026568362,96.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2009
723,C026568362,168.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2009
724,C026568362,131.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2009
725,C026568362,49.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2009
726,C026568362,106.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2009
727,C026568362,26.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2009
728,C026568362,113.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2010
729,C026568362,37.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2010
730,C026568362,67.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2010
731,C026568362,143.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2010
732,C026568362,108.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2010
733,C026568362,204.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2010
734,C026568362,117.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2010
735,C026568362,45.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2010
736,C026568362,70.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2010
737,C026568362,170.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2010
738,C026568362,186.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2010
739,C026568362,47.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2010
740,C026568362,13.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2010
741,C026568362,234.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2010
742,C026568362,67.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2010
743,C026568362,215.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2010
744,C026568362,188.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2010
745,C026568362,130.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2010
746,C026568362,324.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2010
747,C026568362,246.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2010
748,C026568362,282.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2011
749,C026568362,248.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2011
750,C026568362,94.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2011
751,C026568362,318.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2011
752,C026568362,318.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2011
753,C026568362,324.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2011
754,C026568362,287.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2011
755,C026568362,85.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2011
756,C026568362,330.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2011
757,C026568362,189.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2011
758,C026568362,81.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2011
759,C026568362,240.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2011
760,C026568362,348.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2011
761,C026568362,93.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2011
762,C026568362,231.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2011
763,C026568362,276.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2011
764,C026568362,48.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2012
765,C026568362,246.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2012
766,C026568362,342.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2012
767,C026568362,276.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2012
768,C026568362,82.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2012
769,C026568362,266.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2012
770,C026568362,237.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2012
771,C026568362,105.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2012
772,C026568362,378.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2012
773,C026568362,360.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2012
774,C026568362,260.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2012
775,C026568362,58.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2012
776,C026568362,276.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2012
777,C026568362,354.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2012
778,C026568362,217.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2012
779,C026568362,89.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2012
780,C026568362,54.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2012
781,C026568362,318.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2012
782,C026568362,224.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2013
783,C026568362,112.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2013
784,C026568362,360.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2013
785,C026568362,288.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2013
786,C026568362,225.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2013
787,C026568362,37.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2013
788,C026568362,86.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2013
789,C026568362,324.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2013
790,C026568362,96.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2013
791,C026568362,238.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2013
792,C026568362,26.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2013
793,C026568362,247.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2013
794,C026568362,101.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2013
795,C026568362,288.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2013
796,C026568362,306.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2013
797,C026568362,51.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2013
798,C026568362,321.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2013
799,C026568362,360.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2013
800,C026568362,230.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2013
801,C026568362,88.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2013
802,C026568362,342.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2014
803,C026568362,384.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2014
804,C026568362,306.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2014
805,C026568362,342.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2014
806,C026568362,246.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2014
807,C026568362,66.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2014
808,C026568362,216.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2014
809,C026568362,51.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2014
810,C026568362,68.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2014
811,C026568362,25.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2014
812,C026568362,92.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2014
813,C026568362,274.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2014
814,C026568362,306.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2014
815,C026568362,330.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2014
816,C026568362,360.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2014
817,C026568362,116.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2014
818,C026568362,268.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2014
819,C026568362,248.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2014
820,C026568362,82.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2014
821,C026568362,40.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2015
822,C026568362,90.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2015
823,C026568362,224.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2015
824,C026568362,366.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2015
825,C026568362,366.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2015
826,C026568362,28.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2015
827,C026568362,264.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2015
828,C026568362,104.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2015
829,C026568362,78.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2015
830,C026568362,300.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2015
831,C026568362,414.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2015
832,C026568362,405.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2015
833,C026568362,51.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2015
834,C026568362,390.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2015
835,C026568362,384.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2015
836,C026568362,402.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2015
837,C026568362,42.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2015
838,C026568362,402.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2015
839,C026568362,390.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2015
840,C026568362,408.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2016
841,C026568362,356.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2016
842,C026568362,82.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2016
843,C026568362,396.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2016
844,C026568362,420.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2016
845,C026568362,285.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2016
846,C026568362,129.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2016
847,C026568362,414.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2016
848,C026568362,134.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2016
849,C026568362,328.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2016
850,C026568362,366.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2016
851,C026568362,103.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2016
852,C026568362,228.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2016
853,C026568362,29.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2016
854,C026568362,268.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2016
855,C026568362,98.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2016
856,C026568362,396.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2016
857,C026568362,249.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2016
858,C026568362,75.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2016
859,C026568362,372.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2017
860,C026568362,432.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2017
861,C026568362,354.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2017
862,C026568362,302.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2017
863,C026568362,88.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2017
864,C026568362,384.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2017
865,C026568362,426.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2017
866,C026568362,286.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2017
867,C026568362,110.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2017
868,C026568362,196.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2017
869,C026568362,59.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2017
870,C026568362,50.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2017
871,C026568362,25.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2017
872,C026568362,366.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2017
873,C026568362,251.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2017
874,C026568362,66.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2017
875,C026568362,67.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2017
876,C026568362,348.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2017
877,C026568362,287.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2017
878,C026568362,67.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2017
879,C026568362,336.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2018
880,C026568362,294.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2018
881,C026568362,108.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2018
882,C026568362,354.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2018
883,C026568362,288.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2018
884,C026568362,114.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2018
885,C026568362,354.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2018
886,C026568362,361.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2018
887,C026568362,77.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2018
888,C026568362,468.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2018
889,C026568362,290.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2018
890,C026568362,82.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2018
891,C026568362,396.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2018
892,C026568362,384.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2018
893,C026568362,426.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2018
894,C026568362,318.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2018
895,C026568362,384.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2019
896,C026568362,414.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2019
897,C026568362,262.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2019
898,C026568362,104.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2019
899,C026568362,378.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2019
900,C026568362,345.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2019
901,C026568362,39.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2019
902,C026568362,408.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2019
903,C026568362,408.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2019
904,C026568362,272.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2019
905,C026568362,52.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2019
906,C026568362,84.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2019
907,C026568362,354.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2019
908,C026568362,456.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2019
909,C026568362,462.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2019
910,C026568362,354.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2019
911,C026568362,396.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2020
912,C026568362,305.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2020
913,C026568362,109.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2020
914,C026568362,366.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2020
915,C026568362,349.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2020
916,C026568362,47.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2020
917,C026568362,196.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2020
918,C026568362,104.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2020
919,C026568362,378.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2020
920,C026568362,354.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2020
921,C026568362,99.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2020
922,C026568362,249.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2020
923,C026568362,324.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2020
924,C026568362,402.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2020
925,C026568362,354.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2020
926,C026568362,324.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2020
927,C026568362,306.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2021
928,C026568362,42.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2021
929,C026568362,289.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2021
930,C026568362,71.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2021
931,C026568362,236.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2021
932,C026568362,100.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2021
933,C026568362,263.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2021
934,C026568362,109.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2021
935,C026568362,269.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2021
936,C026568362,73.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,05,2021
937,C026568362,346.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2021
938,C026568362,80.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,06,2021
939,C026568362,384.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,07,2021
940,C026568362,360.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,08,2021
941,C026568362,263.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2021
942,C026568362,91.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,09,2021
943,C026568362,349.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2021
944,C026568362,125.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,10,2021
945,C026568362,444.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,11,2021
946,C026568362,372.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,12,2021
947,C026568362,372.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,01,2022
948,C026568362,426.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,02,2022
949,C026568362,396.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,03,2022
950,C026568362,146.0,A100002-03,A100002,3,STK,15.75,0.0,236.25,Teilgeliefert,01,04,2022
