date,value
2025-02-19,531
2025-02-20,504
2025-02-21,498
2025-02-22,324
2025-02-23,326
2025-02-24,639
2025-02-25,604
2025-02-26,541
2025-02-27,514
2025-02-28,388
2025-03-01,281
2025-03-02,348
2025-03-03,452
2025-03-04,526
2025-03-05,597
2025-03-06,635
2025-03-07,594
2025-03-08,431
2025-03-09,409
2025-03-10,667
2025-03-11,754
2025-03-12,484
2025-03-13,690
2025-03-14,522
2025-03-15,363
2025-03-16,343
2025-03-17,695
2025-03-18,779
2025-03-19,772
2025-03-20,853
2025-03-21,804
2025-03-22,486
2025-03-23,400
2025-03-24,537
2025-03-25,811
2025-03-26,771
2025-03-27,919
2025-03-28,791
2025-03-29,407
2025-03-30,371
2025-03-31,708
2025-04-01,847
2025-04-02,920
2025-04-03,967
2025-04-04,992
2025-04-05,624
2025-04-06,412
2025-04-07,845
2025-04-08,934
2025-04-09,978
2025-04-10,1006
2025-04-11,982
2025-04-12,666
2025-04-13,482
2025-04-14,773
2025-04-15,929
2025-04-16,904
2025-04-17,643
2025-04-18,244
2025-04-19,439
2025-04-20,365
2025-04-21,371
2025-04-22,708
2025-04-23,932
2025-04-24,751
2025-04-25,568
2025-04-26,676
2025-04-27,791
2025-04-28,1253
2025-04-29,1451
2025-04-30,1405
2025-05-01,1027
2025-05-02,1150
2025-05-03,502
2025-05-04,533
2025-05-05,1143
2025-05-06,1287
2025-05-07,1216
2025-05-08,1203
2025-05-09,1123
2025-05-10,789
2025-05-11,807
2025-05-12,1278
2025-05-13,1438
2025-05-14,1450
2025-05-15,1412
2025-05-16,1042
2025-05-17,643
2025-05-18,694
2025-05-19,1380
2025-05-20,1409
2025-05-21,1169
2025-05-22,1037
2025-05-23,1054
2025-05-24,890
2025-05-25,689
2025-05-26,1183
2025-05-27,1189
2025-05-28,630
2025-05-29,643
2025-05-30,982
2025-05-31,761
2025-06-01,491
2025-06-02,1079
2025-06-03,1337
2025-06-04,805
2025-06-05,1155
2025-06-06,775
2025-06-07,514
2025-06-08,261
2025-06-09,597
2025-06-10,915
2025-06-11,1154
2025-06-12,1233
2025-06-13,1013
2025-06-14,666
2025-06-15,396
2025-06-16,1149
2025-06-17,1155
2025-06-18,1149
2025-06-19,1218
2025-06-20,1303
2025-06-21,1137
2025-06-22,1020
2025-06-23,1236
2025-06-24,1460
2025-06-25,1372
2025-06-26,1174
2025-06-27,1003
2025-06-28,822
2025-06-29,693
2025-06-30,1342
2025-07-01,1396
2025-07-02,1334
2025-07-03,1205
2025-07-04,1318
2025-07-05,893
2025-07-06,771
2025-07-07,1045
2025-07-08,1182
2025-07-09,1200
2025-07-10,1395
2025-07-11,1300
2025-07-12,756
2025-07-13,848
2025-07-14,1096
2025-07-15,1302
2025-07-16,1080
2025-07-17,1368
2025-07-18,1261
2025-07-19,856
2025-07-20,833
2025-07-21,795
2025-07-22,908
2025-07-23,1194
2025-07-24,1096
2025-07-25,973
2025-07-26,423
2025-07-27,395
2025-07-28,1014
2025-07-29,1214
2025-07-30,843
2025-07-31,1025
2025-08-01,780
2025-08-02,723
2025-08-03,410
2025-08-04,678
2025-08-05,957
2025-08-06,1038
2025-08-07,1106
2025-08-08,1047
2025-08-09,695
2025-08-10,735
2025-08-11,1012
2025-08-12,982
2025-08-13,963
2025-08-14,921
2025-08-15,508
2025-08-16,589
2025-08-17,563
2025-08-18,861
2025-08-19,948
2025-08-20,947
2025-08-21,885
2025-08-22,811
2025-08-23,535
2025-08-24,554
2025-08-25,895
2025-08-26,985
2025-08-27,947
2025-08-28,495
2025-08-29,675
2025-08-30,532
2025-08-31,636
2025-09-01,798
2025-09-02,830
2025-09-03,902
2025-09-04,768
2025-09-05,672
2025-09-06,568
2025-09-07,660
2025-09-08,857
2025-09-09,730
2025-09-10,718
2025-09-11,729
2025-09-12,756
2025-09-13,638
2025-09-14,412
2025-09-15,827
2025-09-16,887
2025-09-17,930
2025-09-18,1086
2025-09-19,1042
2025-09-20,756
2025-09-21,393
2025-09-22,435
2025-09-23,850
2025-09-24,588
2025-09-25,578
2025-09-26,636
2025-09-27,430
2025-09-28,476
2025-09-29,899
2025-09-30,888
2025-10-01,909
2025-10-02,871
2025-10-03,474
2025-10-04,258
2025-10-05,278
2025-10-06,778
2025-10-07,840
2025-10-08,873
2025-10-09,915
2025-10-10,782
2025-10-11,500
2025-10-12,382
2025-10-13,932
2025-10-14,1081
2025-10-15,976
2025-10-16,1015
2025-10-17,902
2025-10-18,505
2025-10-19,329
2025-10-20,877
2025-10-21,908
2025-10-22,861
2025-10-23,726
2025-10-24,681
2025-10-25,333
2025-10-26,310
2025-10-27,671
2025-10-28,790
2025-10-29,935
2025-10-30,878
2025-10-31,771
2025-11-01,281
2025-11-02,262
2025-11-03,788
2025-11-04,877
2025-11-05,797
2025-11-06,750
2025-11-07,615
2025-11-08,328
2025-11-09,263
2025-11-10,833
2025-11-11,939
2025-11-12,887
2025-11-13,920
2025-11-14,818
2025-11-15,378
2025-11-16,323
2025-11-17,727
2025-11-18,789
2025-11-19,679
2025-11-20,753
2025-11-21,607
2025-11-22,284
2025-11-23,199
2025-11-24,553
2025-11-25,731
2025-11-26,693
2025-11-27,719
2025-11-28,627
2025-11-29,309
2025-11-30,204
2025-12-01,656
2025-12-02,749
2025-12-03,791
2025-12-04,705
2025-12-05,595
2025-12-06,234
2025-12-07,277
2025-12-08,760
2025-12-09,887
2025-12-10,822
2025-12-11,880
2025-12-12,694
2025-12-13,312
2025-12-14,314
2025-12-15,751
2025-12-16,752
2025-12-17,754
2025-12-18,774
2025-12-19,593
2025-12-20,328
2025-12-21,267
2025-12-22,409
2025-12-23,333
2025-12-24,108
2025-12-25,69
2025-12-26,98
2025-12-27,137
2025-12-28,141
2025-12-29,219
2025-12-30,231
2025-12-31,142
2026-01-01,117
2026-01-02,141
2026-01-03,126
2026-01-04,119
2026-01-05,255
2026-01-06,154
2026-01-07,485
2026-01-08,417
2026-01-09,346
2026-01-10,150
2026-01-11,128
2026-01-12,378
2026-01-13,609
2026-01-14,599
2026-01-15,588
2026-01-16,533
2026-01-17,276
2026-01-18,262
2026-01-19,699
2026-01-20,664
2026-01-21,613
2026-01-22,553
2026-01-23,496
2026-01-24,240
2026-01-25,166
2026-01-26,95
2026-01-27,304
2026-01-28,481
2026-01-29,291
2026-01-30,374
2026-01-31,232
