index,date,value,name
0,2010-01-01,5.7,Temperatur (täglicher Maximalwert; Würzburg)
683,2011-11-15,5.7,Temperatur (täglicher Maximalwert; Würzburg)
684,2011-11-16,0.3,Temperatur (täglicher Maximalwert; Würzburg)
685,2011-11-17,5.1,Temperatur (täglicher Maximalwert; Würzburg)
686,2011-11-18,7.4,Temperatur (täglicher Maximalwert; Würzburg)
687,2011-11-19,10.9,Temperatur (täglicher Maximalwert; Würzburg)
688,2011-11-20,6.2,Temperatur (täglicher Maximalwert; Würzburg)
689,2011-11-21,8.5,Temperatur (täglicher Maximalwert; Würzburg)
690,2011-11-22,9.1,Temperatur (täglicher Maximalwert; Würzburg)
691,2011-11-23,1.9,Temperatur (täglicher Maximalwert; Würzburg)
692,2011-11-24,0.8,Temperatur (täglicher Maximalwert; Würzburg)
693,2011-11-25,2.5,Temperatur (täglicher Maximalwert; Würzburg)
694,2011-11-26,6.2,Temperatur (täglicher Maximalwert; Würzburg)
695,2011-11-27,8.5,Temperatur (täglicher Maximalwert; Würzburg)
696,2011-11-28,7.1,Temperatur (täglicher Maximalwert; Würzburg)
697,2011-11-29,5.1,Temperatur (täglicher Maximalwert; Würzburg)
698,2011-11-30,9.0,Temperatur (täglicher Maximalwert; Würzburg)
699,2011-12-01,11.6,Temperatur (täglicher Maximalwert; Würzburg)
700,2011-12-02,13.7,Temperatur (täglicher Maximalwert; Würzburg)
701,2011-12-03,7.8,Temperatur (täglicher Maximalwert; Würzburg)
702,2011-12-04,11.0,Temperatur (täglicher Maximalwert; Würzburg)
703,2011-12-05,8.2,Temperatur (täglicher Maximalwert; Würzburg)
704,2011-12-06,5.1,Temperatur (täglicher Maximalwert; Würzburg)
705,2011-12-07,8.5,Temperatur (täglicher Maximalwert; Würzburg)
706,2011-12-08,8.4,Temperatur (täglicher Maximalwert; Würzburg)
707,2011-12-09,10.2,Temperatur (täglicher Maximalwert; Würzburg)
708,2011-12-10,6.1,Temperatur (täglicher Maximalwert; Würzburg)
709,2011-12-11,4.2,Temperatur (täglicher Maximalwert; Würzburg)
710,2011-12-12,7.5,Temperatur (täglicher Maximalwert; Würzburg)
711,2011-12-13,10.5,Temperatur (täglicher Maximalwert; Würzburg)
712,2011-12-14,9.5,Temperatur (täglicher Maximalwert; Würzburg)
713,2011-12-15,6.7,Temperatur (täglicher Maximalwert; Würzburg)
714,2011-12-16,9.4,Temperatur (täglicher Maximalwert; Würzburg)
715,2011-12-17,5.1,Temperatur (täglicher Maximalwert; Würzburg)
716,2011-12-18,3.2,Temperatur (täglicher Maximalwert; Würzburg)
717,2011-12-19,2.3,Temperatur (täglicher Maximalwert; Würzburg)
718,2011-12-20,3.1,Temperatur (täglicher Maximalwert; Würzburg)
719,2011-12-21,3.7,Temperatur (täglicher Maximalwert; Würzburg)
720,2011-12-22,7.6,Temperatur (täglicher Maximalwert; Würzburg)
721,2011-12-23,8.1,Temperatur (täglicher Maximalwert; Würzburg)
722,2011-12-24,6.3,Temperatur (täglicher Maximalwert; Würzburg)
723,2011-12-25,5.0,Temperatur (täglicher Maximalwert; Würzburg)
724,2011-12-26,7.4,Temperatur (täglicher Maximalwert; Würzburg)
725,2011-12-27,7.0,Temperatur (täglicher Maximalwert; Würzburg)
726,2011-12-28,6.4,Temperatur (täglicher Maximalwert; Würzburg)
727,2011-12-29,5.7,Temperatur (täglicher Maximalwert; Würzburg)
728,2011-12-30,4.3,Temperatur (täglicher Maximalwert; Würzburg)
729,2011-12-31,7.7,Temperatur (täglicher Maximalwert; Würzburg)
730,2012-01-01,12.2,Temperatur (täglicher Maximalwert; Würzburg)
731,2012-01-02,11.4,Temperatur (täglicher Maximalwert; Würzburg)
732,2012-01-03,10.8,Temperatur (täglicher Maximalwert; Würzburg)
733,2012-01-04,8.6,Temperatur (täglicher Maximalwert; Würzburg)
734,2012-01-05,5.9,Temperatur (täglicher Maximalwert; Würzburg)
735,2012-01-06,5.9,Temperatur (täglicher Maximalwert; Würzburg)
736,2012-01-07,5.6,Temperatur (täglicher Maximalwert; Würzburg)
737,2012-01-08,6.5,Temperatur (täglicher Maximalwert; Würzburg)
738,2012-01-09,6.2,Temperatur (täglicher Maximalwert; Würzburg)
739,2012-01-10,8.6,Temperatur (täglicher Maximalwert; Würzburg)
740,2012-01-11,7.7,Temperatur (täglicher Maximalwert; Würzburg)
741,2012-01-12,6.5,Temperatur (täglicher Maximalwert; Würzburg)
742,2012-01-13,5.6,Temperatur (täglicher Maximalwert; Würzburg)
743,2012-01-14,5.3,Temperatur (täglicher Maximalwert; Würzburg)
744,2012-01-15,2.6,Temperatur (täglicher Maximalwert; Würzburg)
745,2012-01-16,1.1,Temperatur (täglicher Maximalwert; Würzburg)
746,2012-01-17,2.9,Temperatur (täglicher Maximalwert; Würzburg)
747,2012-01-18,4.5,Temperatur (täglicher Maximalwert; Würzburg)
748,2012-01-19,9.3,Temperatur (täglicher Maximalwert; Würzburg)
749,2012-01-20,5.5,Temperatur (täglicher Maximalwert; Würzburg)
750,2012-01-21,9.3,Temperatur (täglicher Maximalwert; Würzburg)
751,2012-01-22,7.4,Temperatur (täglicher Maximalwert; Würzburg)
752,2012-01-23,6.9,Temperatur (täglicher Maximalwert; Würzburg)
753,2012-01-24,4.9,Temperatur (täglicher Maximalwert; Würzburg)
754,2012-01-25,-0.2,Temperatur (täglicher Maximalwert; Würzburg)
755,2012-01-26,1.2,Temperatur (täglicher Maximalwert; Würzburg)
756,2012-01-27,-0.1,Temperatur (täglicher Maximalwert; Würzburg)
757,2012-01-28,1.3,Temperatur (täglicher Maximalwert; Würzburg)
758,2012-01-29,0.1,Temperatur (täglicher Maximalwert; Würzburg)
759,2012-01-30,-0.8,Temperatur (täglicher Maximalwert; Würzburg)
760,2012-01-31,-1.2,Temperatur (täglicher Maximalwert; Würzburg)
761,2012-02-01,-2.2,Temperatur (täglicher Maximalwert; Würzburg)
762,2012-02-02,-4.7,Temperatur (täglicher Maximalwert; Würzburg)
763,2012-02-03,-4.2,Temperatur (täglicher Maximalwert; Würzburg)
764,2012-02-04,-5.9,Temperatur (täglicher Maximalwert; Würzburg)
765,2012-02-05,-5.8,Temperatur (täglicher Maximalwert; Würzburg)
766,2012-02-06,-7.0,Temperatur (täglicher Maximalwert; Würzburg)
767,2012-02-07,-8.6,Temperatur (täglicher Maximalwert; Würzburg)
768,2012-02-08,-3.0,Temperatur (täglicher Maximalwert; Würzburg)
769,2012-02-09,-4.4,Temperatur (täglicher Maximalwert; Würzburg)
770,2012-02-10,-5.1,Temperatur (täglicher Maximalwert; Würzburg)
771,2012-02-11,-4.8,Temperatur (täglicher Maximalwert; Würzburg)
772,2012-02-12,-2.7,Temperatur (täglicher Maximalwert; Würzburg)
773,2012-02-13,-3.4,Temperatur (täglicher Maximalwert; Würzburg)
774,2012-02-14,1.4,Temperatur (täglicher Maximalwert; Würzburg)
775,2012-02-15,4.7,Temperatur (täglicher Maximalwert; Würzburg)
776,2012-02-16,6.3,Temperatur (täglicher Maximalwert; Würzburg)
777,2012-02-17,5.8,Temperatur (täglicher Maximalwert; Würzburg)
778,2012-02-18,6.7,Temperatur (täglicher Maximalwert; Würzburg)
779,2012-02-19,5.4,Temperatur (täglicher Maximalwert; Würzburg)
780,2012-02-20,4.4,Temperatur (täglicher Maximalwert; Würzburg)
781,2012-02-21,5.9,Temperatur (täglicher Maximalwert; Würzburg)
782,2012-02-22,9.4,Temperatur (täglicher Maximalwert; Würzburg)
783,2012-02-23,5.8,Temperatur (täglicher Maximalwert; Würzburg)
784,2012-02-24,10.5,Temperatur (täglicher Maximalwert; Würzburg)
785,2012-02-25,12.7,Temperatur (täglicher Maximalwert; Würzburg)
786,2012-02-26,7.5,Temperatur (täglicher Maximalwert; Würzburg)
787,2012-02-27,6.9,Temperatur (täglicher Maximalwert; Würzburg)
788,2012-02-28,8.7,Temperatur (täglicher Maximalwert; Würzburg)
789,2012-02-29,11.5,Temperatur (täglicher Maximalwert; Würzburg)
790,2012-03-01,8.3,Temperatur (täglicher Maximalwert; Würzburg)
791,2012-03-02,7.6,Temperatur (täglicher Maximalwert; Würzburg)
792,2012-03-03,7.4,Temperatur (täglicher Maximalwert; Würzburg)
793,2012-03-04,9.6,Temperatur (täglicher Maximalwert; Würzburg)
794,2012-03-05,5.6,Temperatur (täglicher Maximalwert; Würzburg)
795,2012-03-06,9.1,Temperatur (täglicher Maximalwert; Würzburg)
796,2012-03-07,9.0,Temperatur (täglicher Maximalwert; Würzburg)
797,2012-03-08,8.8,Temperatur (täglicher Maximalwert; Würzburg)
798,2012-03-09,10.2,Temperatur (täglicher Maximalwert; Würzburg)
799,2012-03-10,9.8,Temperatur (täglicher Maximalwert; Würzburg)
800,2012-03-11,9.5,Temperatur (täglicher Maximalwert; Würzburg)
801,2012-03-12,11.7,Temperatur (täglicher Maximalwert; Würzburg)
802,2012-03-13,8.2,Temperatur (täglicher Maximalwert; Würzburg)
803,2012-03-14,7.3,Temperatur (täglicher Maximalwert; Würzburg)
804,2012-03-15,14.9,Temperatur (täglicher Maximalwert; Würzburg)
805,2012-03-16,22.3,Temperatur (täglicher Maximalwert; Würzburg)
806,2012-03-17,20.9,Temperatur (täglicher Maximalwert; Würzburg)
807,2012-03-18,13.8,Temperatur (täglicher Maximalwert; Würzburg)
808,2012-03-19,11.9,Temperatur (täglicher Maximalwert; Würzburg)
809,2012-03-20,14.0,Temperatur (täglicher Maximalwert; Würzburg)
810,2012-03-21,16.9,Temperatur (täglicher Maximalwert; Würzburg)
811,2012-03-22,19.6,Temperatur (täglicher Maximalwert; Würzburg)
812,2012-03-23,19.0,Temperatur (täglicher Maximalwert; Würzburg)
813,2012-03-24,19.2,Temperatur (täglicher Maximalwert; Würzburg)
814,2012-03-25,21.1,Temperatur (täglicher Maximalwert; Würzburg)
815,2012-03-26,18.8,Temperatur (täglicher Maximalwert; Würzburg)
816,2012-03-27,20.0,Temperatur (täglicher Maximalwert; Würzburg)
817,2012-03-28,20.5,Temperatur (täglicher Maximalwert; Würzburg)
818,2012-03-29,14.6,Temperatur (täglicher Maximalwert; Würzburg)
819,2012-03-30,11.2,Temperatur (täglicher Maximalwert; Würzburg)
820,2012-03-31,11.9,Temperatur (täglicher Maximalwert; Würzburg)
821,2012-04-01,11.5,Temperatur (täglicher Maximalwert; Würzburg)
822,2012-04-02,14.2,Temperatur (täglicher Maximalwert; Würzburg)
823,2012-04-03,19.5,Temperatur (täglicher Maximalwert; Würzburg)
824,2012-04-04,15.4,Temperatur (täglicher Maximalwert; Würzburg)
825,2012-04-05,11.6,Temperatur (täglicher Maximalwert; Würzburg)
826,2012-04-06,7.2,Temperatur (täglicher Maximalwert; Würzburg)
827,2012-04-07,7.6,Temperatur (täglicher Maximalwert; Würzburg)
828,2012-04-08,7.6,Temperatur (täglicher Maximalwert; Würzburg)
829,2012-04-09,8.1,Temperatur (täglicher Maximalwert; Würzburg)
830,2012-04-10,20.3,Temperatur (täglicher Maximalwert; Würzburg)
831,2012-04-11,11.0,Temperatur (täglicher Maximalwert; Würzburg)
832,2012-04-12,13.2,Temperatur (täglicher Maximalwert; Würzburg)
833,2012-04-13,13.3,Temperatur (täglicher Maximalwert; Würzburg)
834,2012-04-14,15.4,Temperatur (täglicher Maximalwert; Würzburg)
835,2012-04-15,12.7,Temperatur (täglicher Maximalwert; Würzburg)
836,2012-04-16,9.5,Temperatur (täglicher Maximalwert; Würzburg)
837,2012-04-17,12.1,Temperatur (täglicher Maximalwert; Würzburg)
838,2012-04-18,13.3,Temperatur (täglicher Maximalwert; Würzburg)
839,2012-04-19,16.2,Temperatur (täglicher Maximalwert; Würzburg)
840,2012-04-20,14.5,Temperatur (täglicher Maximalwert; Würzburg)
841,2012-04-21,14.1,Temperatur (täglicher Maximalwert; Würzburg)
842,2012-04-22,13.3,Temperatur (täglicher Maximalwert; Würzburg)
843,2012-04-23,13.4,Temperatur (täglicher Maximalwert; Würzburg)
844,2012-04-24,12.8,Temperatur (täglicher Maximalwert; Würzburg)
845,2012-04-25,16.6,Temperatur (täglicher Maximalwert; Würzburg)
846,2012-04-26,17.4,Temperatur (täglicher Maximalwert; Würzburg)
847,2012-04-27,23.0,Temperatur (täglicher Maximalwert; Würzburg)
848,2012-04-28,32.1,Temperatur (täglicher Maximalwert; Würzburg)
849,2012-04-29,25.2,Temperatur (täglicher Maximalwert; Würzburg)
850,2012-04-30,26.9,Temperatur (täglicher Maximalwert; Würzburg)
851,2012-05-01,24.0,Temperatur (täglicher Maximalwert; Würzburg)
852,2012-05-02,25.0,Temperatur (täglicher Maximalwert; Würzburg)
853,2012-05-03,20.4,Temperatur (täglicher Maximalwert; Würzburg)
854,2012-05-04,23.2,Temperatur (täglicher Maximalwert; Würzburg)
855,2012-05-05,14.7,Temperatur (täglicher Maximalwert; Würzburg)
856,2012-05-06,15.7,Temperatur (täglicher Maximalwert; Würzburg)
857,2012-05-07,16.0,Temperatur (täglicher Maximalwert; Würzburg)
858,2012-05-08,22.3,Temperatur (täglicher Maximalwert; Würzburg)
859,2012-05-09,21.8,Temperatur (täglicher Maximalwert; Würzburg)
860,2012-05-10,28.1,Temperatur (täglicher Maximalwert; Würzburg)
861,2012-05-11,31.5,Temperatur (täglicher Maximalwert; Würzburg)
862,2012-05-12,15.3,Temperatur (täglicher Maximalwert; Würzburg)
863,2012-05-13,14.3,Temperatur (täglicher Maximalwert; Würzburg)
864,2012-05-14,17.2,Temperatur (täglicher Maximalwert; Würzburg)
865,2012-05-15,16.7,Temperatur (täglicher Maximalwert; Würzburg)
866,2012-05-16,13.5,Temperatur (täglicher Maximalwert; Würzburg)
867,2012-05-17,15.6,Temperatur (täglicher Maximalwert; Würzburg)
868,2012-05-18,20.7,Temperatur (täglicher Maximalwert; Würzburg)
869,2012-05-19,25.0,Temperatur (täglicher Maximalwert; Würzburg)
870,2012-05-20,27.2,Temperatur (täglicher Maximalwert; Würzburg)
871,2012-05-21,28.0,Temperatur (täglicher Maximalwert; Würzburg)
872,2012-05-22,28.3,Temperatur (täglicher Maximalwert; Würzburg)
873,2012-05-23,30.4,Temperatur (täglicher Maximalwert; Würzburg)
874,2012-05-24,28.1,Temperatur (täglicher Maximalwert; Würzburg)
875,2012-05-25,24.7,Temperatur (täglicher Maximalwert; Würzburg)
876,2012-05-26,24.5,Temperatur (täglicher Maximalwert; Würzburg)
877,2012-05-27,23.1,Temperatur (täglicher Maximalwert; Würzburg)
878,2012-05-28,25.7,Temperatur (täglicher Maximalwert; Würzburg)
879,2012-05-29,26.3,Temperatur (täglicher Maximalwert; Würzburg)
880,2012-05-30,25.4,Temperatur (täglicher Maximalwert; Würzburg)
881,2012-05-31,24.3,Temperatur (täglicher Maximalwert; Würzburg)
882,2012-06-01,20.8,Temperatur (täglicher Maximalwert; Würzburg)
883,2012-06-02,19.2,Temperatur (täglicher Maximalwert; Würzburg)
884,2012-06-03,20.2,Temperatur (täglicher Maximalwert; Würzburg)
885,2012-06-04,20.7,Temperatur (täglicher Maximalwert; Würzburg)
886,2012-06-05,15.4,Temperatur (täglicher Maximalwert; Würzburg)
887,2012-06-06,18.8,Temperatur (täglicher Maximalwert; Würzburg)
888,2012-06-07,25.7,Temperatur (täglicher Maximalwert; Würzburg)
889,2012-06-08,21.0,Temperatur (täglicher Maximalwert; Würzburg)
890,2012-06-09,21.6,Temperatur (täglicher Maximalwert; Würzburg)
891,2012-06-10,18.4,Temperatur (täglicher Maximalwert; Würzburg)
892,2012-06-11,18.6,Temperatur (täglicher Maximalwert; Würzburg)
893,2012-06-12,21.2,Temperatur (täglicher Maximalwert; Würzburg)
894,2012-06-13,16.9,Temperatur (täglicher Maximalwert; Würzburg)
895,2012-06-14,19.1,Temperatur (täglicher Maximalwert; Würzburg)
896,2012-06-15,24.7,Temperatur (täglicher Maximalwert; Würzburg)
897,2012-06-16,26.5,Temperatur (täglicher Maximalwert; Würzburg)
898,2012-06-17,22.9,Temperatur (täglicher Maximalwert; Würzburg)
899,2012-06-18,30.5,Temperatur (täglicher Maximalwert; Würzburg)
900,2012-06-19,28.3,Temperatur (täglicher Maximalwert; Würzburg)
901,2012-06-20,25.2,Temperatur (täglicher Maximalwert; Würzburg)
902,2012-06-21,24.9,Temperatur (täglicher Maximalwert; Würzburg)
903,2012-06-22,22.4,Temperatur (täglicher Maximalwert; Würzburg)
904,2012-06-23,24.1,Temperatur (täglicher Maximalwert; Würzburg)
905,2012-06-24,23.3,Temperatur (täglicher Maximalwert; Würzburg)
906,2012-06-25,20.7,Temperatur (täglicher Maximalwert; Würzburg)
907,2012-06-26,22.8,Temperatur (täglicher Maximalwert; Würzburg)
908,2012-06-27,25.7,Temperatur (täglicher Maximalwert; Würzburg)
909,2012-06-28,30.7,Temperatur (täglicher Maximalwert; Würzburg)
910,2012-06-29,31.5,Temperatur (täglicher Maximalwert; Würzburg)
911,2012-06-30,31.2,Temperatur (täglicher Maximalwert; Würzburg)
912,2012-07-01,19.5,Temperatur (täglicher Maximalwert; Würzburg)
913,2012-07-02,21.3,Temperatur (täglicher Maximalwert; Würzburg)
914,2012-07-03,24.1,Temperatur (täglicher Maximalwert; Würzburg)
915,2012-07-04,28.1,Temperatur (täglicher Maximalwert; Würzburg)
916,2012-07-05,25.1,Temperatur (täglicher Maximalwert; Würzburg)
917,2012-07-06,23.0,Temperatur (täglicher Maximalwert; Würzburg)
918,2012-07-07,25.6,Temperatur (täglicher Maximalwert; Würzburg)
919,2012-07-08,24.0,Temperatur (täglicher Maximalwert; Würzburg)
920,2012-07-09,24.2,Temperatur (täglicher Maximalwert; Würzburg)
921,2012-07-10,25.9,Temperatur (täglicher Maximalwert; Würzburg)
922,2012-07-11,22.5,Temperatur (täglicher Maximalwert; Würzburg)
923,2012-07-12,20.1,Temperatur (täglicher Maximalwert; Würzburg)
924,2012-07-13,19.6,Temperatur (täglicher Maximalwert; Würzburg)
925,2012-07-14,20.9,Temperatur (täglicher Maximalwert; Würzburg)
926,2012-07-15,21.0,Temperatur (täglicher Maximalwert; Würzburg)
927,2012-07-16,19.9,Temperatur (täglicher Maximalwert; Würzburg)
928,2012-07-17,18.1,Temperatur (täglicher Maximalwert; Würzburg)
929,2012-07-18,25.7,Temperatur (täglicher Maximalwert; Würzburg)
930,2012-07-19,21.9,Temperatur (täglicher Maximalwert; Würzburg)
931,2012-07-20,19.4,Temperatur (täglicher Maximalwert; Würzburg)
932,2012-07-21,19.8,Temperatur (täglicher Maximalwert; Würzburg)
933,2012-07-22,21.4,Temperatur (täglicher Maximalwert; Würzburg)
934,2012-07-23,25.3,Temperatur (täglicher Maximalwert; Würzburg)
935,2012-07-24,30.3,Temperatur (täglicher Maximalwert; Würzburg)
936,2012-07-25,32.5,Temperatur (täglicher Maximalwert; Würzburg)
937,2012-07-26,33.5,Temperatur (täglicher Maximalwert; Würzburg)
938,2012-07-27,35.2,Temperatur (täglicher Maximalwert; Würzburg)
939,2012-07-28,24.8,Temperatur (täglicher Maximalwert; Würzburg)
940,2012-07-29,22.3,Temperatur (täglicher Maximalwert; Würzburg)
941,2012-07-30,22.2,Temperatur (täglicher Maximalwert; Würzburg)
942,2012-07-31,23.0,Temperatur (täglicher Maximalwert; Würzburg)
943,2012-08-01,29.9,Temperatur (täglicher Maximalwert; Würzburg)
944,2012-08-02,28.4,Temperatur (täglicher Maximalwert; Würzburg)
945,2012-08-03,27.7,Temperatur (täglicher Maximalwert; Würzburg)
946,2012-08-04,28.5,Temperatur (täglicher Maximalwert; Würzburg)
947,2012-08-05,27.2,Temperatur (täglicher Maximalwert; Würzburg)
948,2012-08-06,23.2,Temperatur (täglicher Maximalwert; Würzburg)
949,2012-08-07,22.3,Temperatur (täglicher Maximalwert; Würzburg)
950,2012-08-08,23.3,Temperatur (täglicher Maximalwert; Würzburg)
951,2012-08-09,25.6,Temperatur (täglicher Maximalwert; Würzburg)
952,2012-08-10,24.6,Temperatur (täglicher Maximalwert; Würzburg)
953,2012-08-11,22.3,Temperatur (täglicher Maximalwert; Würzburg)
954,2012-08-12,25.8,Temperatur (täglicher Maximalwert; Würzburg)
955,2012-08-13,27.6,Temperatur (täglicher Maximalwert; Würzburg)
956,2012-08-14,29.9,Temperatur (täglicher Maximalwert; Würzburg)
957,2012-08-15,31.7,Temperatur (täglicher Maximalwert; Würzburg)
958,2012-08-16,24.8,Temperatur (täglicher Maximalwert; Würzburg)
959,2012-08-17,27.2,Temperatur (täglicher Maximalwert; Würzburg)
960,2012-08-18,32.1,Temperatur (täglicher Maximalwert; Würzburg)
961,2012-08-19,35.9,Temperatur (täglicher Maximalwert; Würzburg)
962,2012-08-20,35.5,Temperatur (täglicher Maximalwert; Würzburg)
963,2012-08-21,34.5,Temperatur (täglicher Maximalwert; Würzburg)
964,2012-08-22,27.6,Temperatur (täglicher Maximalwert; Würzburg)
965,2012-08-23,27.8,Temperatur (täglicher Maximalwert; Würzburg)
966,2012-08-24,25.4,Temperatur (täglicher Maximalwert; Würzburg)
967,2012-08-25,25.3,Temperatur (täglicher Maximalwert; Würzburg)
968,2012-08-26,18.9,Temperatur (täglicher Maximalwert; Würzburg)
969,2012-08-27,24.1,Temperatur (täglicher Maximalwert; Würzburg)
970,2012-08-28,28.4,Temperatur (täglicher Maximalwert; Würzburg)
971,2012-08-29,30.5,Temperatur (täglicher Maximalwert; Würzburg)
972,2012-08-30,22.3,Temperatur (täglicher Maximalwert; Würzburg)
973,2012-08-31,18.7,Temperatur (täglicher Maximalwert; Würzburg)
974,2012-09-01,20.4,Temperatur (täglicher Maximalwert; Würzburg)
975,2012-09-02,22.0,Temperatur (täglicher Maximalwert; Würzburg)
976,2012-09-03,26.1,Temperatur (täglicher Maximalwert; Würzburg)
977,2012-09-04,26.0,Temperatur (täglicher Maximalwert; Würzburg)
978,2012-09-05,26.1,Temperatur (täglicher Maximalwert; Würzburg)
979,2012-09-06,21.0,Temperatur (täglicher Maximalwert; Würzburg)
980,2012-09-07,25.6,Temperatur (täglicher Maximalwert; Würzburg)
981,2012-09-08,28.6,Temperatur (täglicher Maximalwert; Würzburg)
982,2012-09-09,30.6,Temperatur (täglicher Maximalwert; Würzburg)
983,2012-09-10,31.9,Temperatur (täglicher Maximalwert; Würzburg)
984,2012-09-11,28.2,Temperatur (täglicher Maximalwert; Würzburg)
985,2012-09-12,15.6,Temperatur (täglicher Maximalwert; Würzburg)
986,2012-09-13,16.8,Temperatur (täglicher Maximalwert; Würzburg)
987,2012-09-14,20.2,Temperatur (täglicher Maximalwert; Würzburg)
988,2012-09-15,19.6,Temperatur (täglicher Maximalwert; Würzburg)
989,2012-09-16,22.5,Temperatur (täglicher Maximalwert; Würzburg)
990,2012-09-17,23.8,Temperatur (täglicher Maximalwert; Würzburg)
991,2012-09-18,25.5,Temperatur (täglicher Maximalwert; Würzburg)
992,2012-09-19,16.9,Temperatur (täglicher Maximalwert; Würzburg)
993,2012-09-20,16.5,Temperatur (täglicher Maximalwert; Würzburg)
994,2012-09-21,20.3,Temperatur (täglicher Maximalwert; Würzburg)
995,2012-09-22,16.8,Temperatur (täglicher Maximalwert; Würzburg)
996,2012-09-23,18.1,Temperatur (täglicher Maximalwert; Würzburg)
997,2012-09-24,23.8,Temperatur (täglicher Maximalwert; Würzburg)
998,2012-09-25,22.4,Temperatur (täglicher Maximalwert; Würzburg)
999,2012-09-26,20.0,Temperatur (täglicher Maximalwert; Würzburg)
1000,2012-09-27,18.1,Temperatur (täglicher Maximalwert; Würzburg)
1001,2012-09-28,18.8,Temperatur (täglicher Maximalwert; Würzburg)
1002,2012-09-29,17.9,Temperatur (täglicher Maximalwert; Würzburg)
1003,2012-09-30,17.7,Temperatur (täglicher Maximalwert; Würzburg)
1004,2012-10-01,15.9,Temperatur (täglicher Maximalwert; Würzburg)
1005,2012-10-02,19.0,Temperatur (täglicher Maximalwert; Würzburg)
1006,2012-10-03,19.3,Temperatur (täglicher Maximalwert; Würzburg)
1007,2012-10-04,18.1,Temperatur (täglicher Maximalwert; Würzburg)
1008,2012-10-05,20.4,Temperatur (täglicher Maximalwert; Würzburg)
1009,2012-10-06,20.7,Temperatur (täglicher Maximalwert; Würzburg)
1010,2012-10-07,14.3,Temperatur (täglicher Maximalwert; Würzburg)
1011,2012-10-08,14.5,Temperatur (täglicher Maximalwert; Würzburg)
1012,2012-10-09,14.6,Temperatur (täglicher Maximalwert; Würzburg)
1013,2012-10-10,13.4,Temperatur (täglicher Maximalwert; Würzburg)
1014,2012-10-11,14.1,Temperatur (täglicher Maximalwert; Würzburg)
1015,2012-10-12,13.5,Temperatur (täglicher Maximalwert; Würzburg)
1016,2012-10-13,15.5,Temperatur (täglicher Maximalwert; Würzburg)
1017,2012-10-14,11.5,Temperatur (täglicher Maximalwert; Würzburg)
1018,2012-10-15,10.8,Temperatur (täglicher Maximalwert; Würzburg)
1019,2012-10-16,13.8,Temperatur (täglicher Maximalwert; Würzburg)
1020,2012-10-17,20.4,Temperatur (täglicher Maximalwert; Würzburg)
1021,2012-10-18,18.9,Temperatur (täglicher Maximalwert; Würzburg)
1022,2012-10-19,20.8,Temperatur (täglicher Maximalwert; Würzburg)
1023,2012-10-20,17.8,Temperatur (täglicher Maximalwert; Würzburg)
1024,2012-10-21,10.4,Temperatur (täglicher Maximalwert; Würzburg)
1025,2012-10-22,10.6,Temperatur (täglicher Maximalwert; Würzburg)
1026,2012-10-23,11.0,Temperatur (täglicher Maximalwert; Würzburg)
1027,2012-10-24,9.7,Temperatur (täglicher Maximalwert; Würzburg)
1028,2012-10-25,10.4,Temperatur (täglicher Maximalwert; Würzburg)
1029,2012-10-26,8.1,Temperatur (täglicher Maximalwert; Würzburg)
1030,2012-10-27,1.9,Temperatur (täglicher Maximalwert; Würzburg)
1031,2012-10-28,6.4,Temperatur (täglicher Maximalwert; Würzburg)
1032,2012-10-29,4.8,Temperatur (täglicher Maximalwert; Würzburg)
1033,2012-10-30,5.9,Temperatur (täglicher Maximalwert; Würzburg)
1034,2012-10-31,11.8,Temperatur (täglicher Maximalwert; Würzburg)
1035,2012-11-01,12.2,Temperatur (täglicher Maximalwert; Würzburg)
1036,2012-11-02,11.6,Temperatur (täglicher Maximalwert; Würzburg)
1037,2012-11-03,14.6,Temperatur (täglicher Maximalwert; Würzburg)
1038,2012-11-04,10.3,Temperatur (täglicher Maximalwert; Würzburg)
1039,2012-11-05,9.3,Temperatur (täglicher Maximalwert; Würzburg)
1040,2012-11-06,6.8,Temperatur (täglicher Maximalwert; Würzburg)
1041,2012-11-07,7.5,Temperatur (täglicher Maximalwert; Würzburg)
1042,2012-11-08,8.2,Temperatur (täglicher Maximalwert; Würzburg)
1043,2012-11-09,10.7,Temperatur (täglicher Maximalwert; Würzburg)
1044,2012-11-10,9.3,Temperatur (täglicher Maximalwert; Würzburg)
1045,2012-11-11,11.1,Temperatur (täglicher Maximalwert; Würzburg)
1046,2012-11-12,7.4,Temperatur (täglicher Maximalwert; Würzburg)
1047,2012-11-13,7.3,Temperatur (täglicher Maximalwert; Würzburg)
1048,2012-11-14,3.6,Temperatur (täglicher Maximalwert; Würzburg)
1049,2012-11-15,3.0,Temperatur (täglicher Maximalwert; Würzburg)
1050,2012-11-16,4.0,Temperatur (täglicher Maximalwert; Würzburg)
1051,2012-11-17,3.4,Temperatur (täglicher Maximalwert; Würzburg)
1052,2012-11-18,8.7,Temperatur (täglicher Maximalwert; Würzburg)
1053,2012-11-19,8.2,Temperatur (täglicher Maximalwert; Würzburg)
1054,2012-11-20,3.7,Temperatur (täglicher Maximalwert; Würzburg)
1055,2012-11-21,4.4,Temperatur (täglicher Maximalwert; Würzburg)
1056,2012-11-22,9.6,Temperatur (täglicher Maximalwert; Würzburg)
1057,2012-11-23,8.2,Temperatur (täglicher Maximalwert; Würzburg)
